"study.id","journal.name","publication.title","doi","url","doi_clean","doi_url"
1509,"Ornitología Neotropical","Stand attributes and the abundance of secondary cavity-nesting birds in southern beech (<i>Nothofagus</i>) forests in south-central Chile",NA,"https://sora.unm.edu/sites/default/files/journals/on/v017n01/p0001-p0014.pdf",NA,NA
1515,"Biological Conservation","The residual effects of remedial timber treatments on bats","https://doi.org/10.1016/0006-3207(86)90064-9","https://www.sciencedirect.com/science/article/abs/pii/0006320786900649","10.1016/0006-3207(86)90064-9","https://doi.org/10.1016/0006-3207(86)90064-9"
1525,"Biological Conservation","Reptile and frog utilisation of rehabilitated bauxite minesites and dieback-affected sites in Western Australia's Jarrah <i>Eucalyptus marginata</i> forest",NA,"https://doi.org/10.1016/0006-3207(85)90094-1","10.1016/0006-3207(85)90094-1","https://doi.org/10.1016/0006-3207(85)90094-1"
1526,"Biological Conservation","Infertility, embryonic mortality and nest-site selection in leatherback and green sea turtles in Suriname",NA,"https://doi.org/10.1016/0006-3207(85)90095-3","10.1016/0006-3207(85)90095-3","https://doi.org/10.1016/0006-3207(85)90095-3"
1537,"Biological Conservation","Management effects on bat hibernacula in the Netherlands","https://doi.org/10.1016/0006-3207(86)90071-6","https://www.sciencedirect.com/science/article/abs/pii/0006320786900716","10.1016/0006-3207(86)90071-6","https://doi.org/10.1016/0006-3207(86)90071-6"
1557,"Biological Conservation","Florida gopher tortoise relocation: overview and case study",NA,"https://doi.org/10.1016/0006-3207(89)90104-3","10.1016/0006-3207(89)90104-3","https://doi.org/10.1016/0006-3207(89)90104-3"
1598,"Biological Conservation","Breeding and rearing the Orinoco crocodile <i>Crocodylus intermedius</i> in Venezuela",NA,"https://doi.org/10.1016/0006-3207(92)91160-T","10.1016/0006-3207(92)91160-T","https://doi.org/10.1016/0006-3207(92)91160-T"
1604,"Ornitología Neotropical","Uso de nidos artificiales por la Cotorra Cabeciamarilla (<i>Amazona barbadensis</i>)",NA,"https://sora.unm.edu/sites/default/files/journals/on/v014n03/p0345-p0352.pdf",NA,NA
1605,"Ornitología Neotropical","Ecología y manejo de cavidades de anidación naturales y artificiales de la Lapa Roja (<i>Ara macao</i) en Costa Rica",NA,"https://sora.unm.edu/sites/default/files/journals/on/v014n03/p0381-p0396.pdf",NA,NA
1608,"Ornitología Neotropical","Comportamiento de forrajeo en aves como medida de éxito de restauración en un humedal Caribeño",NA,"https://sora.unm.edu/sites/default/files/ON%20%2818%29%20305-310.pdf",NA,NA
1610,"Biological Conservation","Giant tortoise <i>Geochelone gigantea</i> translocation to Curieuse Island (Seychelles): success or failure?",NA,"https://doi.org/10.1016/0006-3207(94)90429-4","10.1016/0006-3207(94)90429-4","https://doi.org/10.1016/0006-3207(94)90429-4"
1619,"Biological Conservation","Artificial egg-laying sites for lizards: a conservation strategy",NA,"https://doi.org/10.1016/0006-3207(94)00060-4","10.1016/0006-3207(94)00060-4","https://doi.org/10.1016/0006-3207(94)00060-4"
1621,"Biological Conservation","Influence of temperature and moisture on eggs and embryos of the white-throated savanna monitor <i>Varanus albigularis</i>: implications for conservation",NA,"https://doi.org/10.1016/0006-3207(94)90052-3","10.1016/0006-3207(94)90052-3","https://doi.org/10.1016/0006-3207(94)90052-3"
1623,"Biological Conservation","Changes in the vegetation and reptile populations on Round Island, Mauritius, following eradication of rabbits",NA,"https://doi.org/10.1016/0006-3207(94)90004-3","10.1016/0006-3207(94)90004-3","https://doi.org/10.1016/0006-3207(94)90004-3"
1626,"Biological Conservation","Restoration of an extirpated red-sided garter snake <i>Thamnophis sirtalis parietalis</i> population in the interlake region of Manitoba, Canada",NA,"https://doi.org/10.1016/0006-3207(94)00054-T","10.1016/0006-3207(94)00054-T","https://doi.org/10.1016/0006-3207(94)00054-T"
1627,"Biological Conservation","Permeability of roads and railways to vertebrates: the importance of culverts","10.1016/0006-3207(94)00028-O","http://dx.doi.org/10.1016/0006-3207(94)00028-O","10.1016/0006-3207(94)00028-O","https://doi.org/10.1016/0006-3207(94)00028-O"
1637,"Biological Conservation","The conservation of arboreal marsupials in the montane ash forests of the Central Highlands of Victoria, south-east Australia, IV. The presence and abundance of arboreal marsupials in retained linear habitats (wildlife corridors) within logged forest",NA,"https://www.sciencedirect.com/science/article/pii/000632079390006M",NA,NA
1638,"Biological Conservation","Transplanting grizzly bears <i>Ursus arctos horribilis</i> as a management tool - results from the Cabinet Mountains, Montana, USA","http://dx.doi.org/10.1016/0006-3207(94)00035-O","http://dx.doi.org/10.1016/0006-3207(94)00035-O","10.1016/0006-3207(94)00035-O","https://doi.org/10.1016/0006-3207(94)00035-O"
1646,"Ornitología Neotropical","Reducción en el uso de hospedero sugiere especificidad de hospedero en individuos de Tordos Lustrosos (<i>Molothrus bonariensis</i>)",NA,"https://sora.unm.edu/sites/default/files/journals/on/v017n02/p0259-p0270.pdf",NA,NA
1649,"Ornitología Neotropical","Crescimento de filhotes de Papagaio-Verdadeiro (<i>Amazona aestiva</i>) criados em vida livre ou cativeiro",NA,"https://sora.unm.edu/sites/default/files/journals/on/v014n03/p0295-p0306.pdf",NA,NA
1696,"Biological Conservation","Teaching an endangered mammal to recognise predators",NA,"https://www.sciencedirect.com/science/article/pii/0006320795000380",NA,NA
1704,"Biological Conservation","Traditional management of scrubland for the conservation of rabbits <i>Oryctolagus cuniculus</i> and their predators in Doñana National Park, Spain",NA,"URL 	https://www.sciencedirect.com/science/article/pii/0006320795900691",NA,NA
1711,"Ornitología Neotropical","Parámetros reproductivos y anidacion de la cotorra aliazul (<i>Hapalopsittaca fuertesi</i) en cavidades artificiales",NA,"https://sora.unm.edu/sites/default/files/ON%2020-3%20357-368.pdf",NA,NA
1728,"Biological Conservation","Development and viability of a translocated beaver <i>Castor fiber</i> population in The Netherlands",NA,"https://www.sciencedirect.com/science/article/pii/0006320795000631",NA,NA
1762,"National Park Service Point Reyes National Seashore, California, USA","Tule elk; return of a species",NA,"https://www.nps.gov/pore/planyourvisit/upload/resourcenewsletter_tuleelk.pdf",NA,NA
1791,"Journal of Range Management","Shrub-grassland small mammal and vegetation responses to rest from grazing",NA,"http://dx.doi.org/10.2307/4002878","10.2307/4002878","https://doi.org/10.2307/4002878"
1811,"Ornitología Neotropical","Éxito de anidaje del Canario de Mangle (Dendroica petechia) en relación a defensas contra el parasitismo de camada del Tordo Lustroso (Molothrus bonariensis) en Boquerón, Puerto Rico",NA,"https://sora.unm.edu/sites/default/files/ON%2020%284%29%20523-533.pdf",NA,NA
1894,NA,"Conservation action on the endemic owls at Lianhuashan Mountains: Final report of project 'OWL 2002'",NA,"https://www.conservationleadershipprogramme.org/media/2014/11/2002_CHINA_CONSERVATION-ON-PROTECTING-ENDEMIC-OWLS.pdf",NA,NA
1934,"Journal of Range Management","Responses of birds, rodents, and vegetation to livestock exclosure in a semidesert grassland site",NA,"https://journals.uair.arizona.edu/index.php/jrm/article/viewFile/7711/7323",NA,NA
1944,"Journal of Range Management","Responses of selected wildlife species to the removal of mesquite from desert grassland",NA,"http://www.jstor.org/stable/3898476",NA,NA
1954,"Journal of Range Management","Evaluation of fall burning on bighorn sheep winter range",NA,"https://journals.uair.arizona.edu/index.php/jrm/article/view/6989/6599",NA,NA
2067,"Journal of Range Management","A pass for antelope in sheep-tight fences",NA,"https://www.jstor.org/stable/3896324",NA,NA
2070,"Restoration Ecology","Vertebrate fauna recolonization of restored bauxite mines - key findings from almost 30 years of monitoring and research",NA,"https://onlinelibrary.wiley.com/doi/full/10.1111/j.1526-100X.2007.00299.x","10.1111/j.1526-100X.2007.00299.x","https://doi.org/10.1111/j.1526-100X.2007.00299.x"
2126,"Conservation Evidence","Marram grass <i>Ammophila arenaria</i> removal and dune restoration to enhance nesting habitat of Chatham Island oystercatcher <i>Haematopus chathamensis</i>, Chatham Islands, New Zealand",NA,"https://conservationevidencejournal.com/reference/pdf/2126",NA,NA
2128,"Conservation Evidence","Footdrain management to enhance habitat for breeding waders on lowland wet grassland at Buckenham and Cantley Marshes, Mid-Yare RSPB Reserve, Norfolk, England",NA,"https://conservationevidencejournal.com/reference/pdf/2128",NA,NA
2130,"Conservation Evidence","Providing supplementary food as a conservation initiative for twite <i>Carduelis flavirostris</i> breeding in the South Pennines near Worsthorne, Lancashire, England",NA,"https://conservationevidencejournal.com/reference/pdf/2130",NA,NA
2131,"Conservation Evidence","Providing supplementary food as a conservation initiative for twite <i>Carduelis flavirostris</i> breeding in the South Pennines near Littleborough, West Yorkshire, England",NA,"https://conservationevidencejournal.com/reference/pdf/2131",NA,NA
2132,"Conservation Evidence","Providing supplementary food as a conservation initiative for twite <i>Carduelis flavirostris</i> breeding in the South Pennines near Midgley, West Yorkshire, England",NA,"https://conservationevidencejournal.com/reference/pdf/2132",NA,NA
2133,"Conservation Evidence","Rat <i>Rattus</i> control at nests of the endangered kakapo <i>Strigops habroptilus</i> on Codfish Island, New Zealand",NA,"https://conservationevidencejournal.com/reference/pdf/2133",NA,NA
2134,"Conservation Evidence","Relocation of pygmy cormorants <i>Phalacrocorax pygmeus</i> using scare tactics to reduce conflict with fish farmers in the Bet She'an Valley, Israel",NA,"https://conservationevidencejournal.com/reference/pdf/2134",NA,NA
2135,"Conservation Evidence","Artificial incubation of kakapo <i>Strigops habroptilus</i> eggs and brooding of chicks  while in the nest, Codfish Island, New Zealand",NA,"https://conservationevidencejournal.com/reference/pdf/2135",NA,NA
2136,"Conservation Evidence","Using conservation volunteers to assist in monitoring of nests of the critically endangered kakapo <i>Strigops habroptilus</i>, on Codfish Island, New Zealand",NA,"https://conservationevidencejournal.com/reference/pdf/2136",NA,NA
2143,"Conservation Evidence","Winter cattle grazing to create foraging habitat for choughs <i>Pyrrhocorax pyrrhocorax</i> at South Stack RSPB  Reserve, Anglesey, Wales",NA,"https://conservationevidencejournal.com/reference/pdf/2143",NA,NA
2144,"Conservation Evidence","Artificial feeding to attract wild birds close to a viewing area at Belfast Lough RSPB Reserve, Antrim, Northern Ireland",NA,"https://conservationevidencejournal.com/reference/pdf/2144",NA,NA
2145,"Conservation Evidence","Nest box provision to provide additional nesting sites for  bearded tits <i>Panurus biarmicus</i>  at Leighton Moss RSPB Reserve, Lancashire, England",NA,"https://conservationevidencejournal.com/reference/pdf/2145",NA,NA
2151,"Conservation Evidence","Botanical monitoring of restored lowland wet grassland at Campfield Marsh RSPB Reserve, Cumbria, England",NA,"https://conservationevidencejournal.com/reference/pdf/2151",NA,NA
2152,"Conservation Evidence","Raising water levels to revert arable land to grazing marsh at Berney Marshes RSPB Reserve, Norfolk, England",NA,"https://conservationevidencejournal.com/reference/pdf/2152",NA,NA
2153,"Conservation Evidence","Storm surge protection of Chatham Island oystercatcher <i>Haematopus chathamensis</i> by moving nests, Chatham Islands, New Zealand",NA,"https://conservationevidencejournal.com/reference/pdf/2153",NA,NA
2156,"Conservation Evidence","The effect of introducing cattle grazing to saltmarsh on densities of breeding redshank <i>Tringa totanus</i> at Frampton Marsh RSPB Reserve, Lincolnshire, England",NA,"https://conservationevidencejournal.com/reference/pdf/2156",NA,NA
2157,"Conservation Evidence","Removal of grass by scraping to enhance nesting areas for breeding waders at Leighton Moss RSPB Reserve, Lancashire, England",NA,"https://conservationevidencejournal.com/reference/pdf/2157",NA,NA
2164,"Conservation Evidence","Captive breeding and release of brown teal <i>Anas chlorotis</i> into the Moehau Kiwi Sanctuary, Coromandel, New Zealand",NA,"https://conservationevidencejournal.com/reference/pdf/2164",NA,NA
2165,"Conservation Evidence","Pacific rat <i>Rattus exulans</i> eradication by poison-baiting from the Chickens Islands, New Zealand",NA,"https://conservationevidencejournal.com/reference/pdf/2165",NA,NA
2166,"Conservation Evidence","Stock fencing and electric fence exclosures  to prevent trampling of Chatham Island oystercatcher <i>Haematopus chathamensis</i> eggs, Chatham Island, New Zealand",NA,"https://conservationevidencejournal.com/reference/pdf/2166",NA,NA
2168,"Conservation Evidence","Predator control to increase breeding success of Chatham Island oystercatcher <i>Haematopus chathamensis</i>, Chatham Island, New Zealand",NA,"https://conservationevidencejournal.com/reference/pdf/2168",NA,NA
2171,"Conservation Evidence","Predator control to enhance breeding success of the New Zealand fairy tern <i>Sterna nereis davisae</i>, North Island, New Zealand",NA,"https://conservationevidencejournal.com/reference/pdf/2171",NA,NA
2173,"Conservation Evidence","Eradication of introduced mammals and reintroduction the tuatara <i>Sphenodon punctatus</i> to Motuhora (Whale Island), New Zealand",NA,"https://conservationevidencejournal.com/reference/pdf/2173",NA,NA
2175,"Conservation Evidence","Creating hibernacula for common lizards <i>Lacerta vivipara</i>, The Ham, Lowestoft, Suffolk, England",NA,"https://www.conservationevidence.com/reference/pdf/2175",NA,NA
2176,"Conservation Evidence","Trials using shark liver oil to deter seabirds from eating bait during long-line fishing, Leigh, New Zealand",NA,"https://conservationevidencejournal.com/reference/pdf/2176",NA,NA
2177,"Conservation Evidence","Restoration of degraded <i>Molinia caerulea</i> dominated moorland in the Peak District National Park Eastern moorlands, Derbyshire, England",NA,"https://conservationevidencejournal.com/reference/pdf/2177",NA,NA
2201,"Conservation Evidence","The hand-rearing of an abandoned Bermuda petrel <i>Pterodroma cahow</i> chick from Nonsuch Island, Bermuda",NA,"https://conservationevidencejournal.com/reference/pdf/2201",NA,NA
2202,"Conservation Evidence","Translocation of wild  Laysan duck <i>Anas laysanensis</i> to establish a population at Midway Atoll National Wildlife Refuge, United States and US Pacific Possession",NA,"https://conservationevidencejournal.com/reference/pdf/2202",NA,NA
2213,"Conservation Evidence","The effect of black rat <i>Rattus rattus</i> control on the population of the Antiguan racer snake <i>Alsophis antiguae</i> on Great Bird Island, Antigua",NA,"https://www.conservationevidence.com/individual-study/2213",NA,NA
2214,"Conservation Evidence","Reintroduction of the critically endangered Antiguan Racer <i>Alsophis antiguae</i> to Rabbit Island, Antigua",NA,"https://www.conservationevidence.com/individual-study/2214",NA,NA
2215,"Conservation Evidence","Reintroduction of the critically endangered Antiguan racer <i>Alsophis antiguae</i> to Green Island, Antigua",NA,"https://www.conservationevidence.com/individual-study/2215",NA,NA
2221,"Conservation Evidence","Translocation of the Seychelles warbler <i>Acrocephalus sechellensis</i> to establish a new population on Denis Island, Seychelles",NA,"https://conservationevidencejournal.com/reference/pdf/2221",NA,NA
2223,"Conservation Evidence","Reintroduction of the critically endangered Campbell Island teal <i>Anas nesiotis</i> to Campbell Island, New Zealand",NA,"https://conservationevidencejournal.com/reference/pdf/2223",NA,NA
2229,"Conservation Evidence","The effect of chisel ploughing to create nesting habitat for breeding lapwings <i>Vanellus vanellus</i> at Ynys-Hir RSPB reserve, Powys, Wales",NA,"https://conservationevidencejournal.com/reference/pdf/2229",NA,NA
2230,"Conservation Evidence","The effectiveness of opening up rush patches on encouraging breeding common snipe <i>Gallinago gallinago</i> at Rogersceugh Farm, Campfield Marsh RSPB reserve, Cumbria, England",NA,"https://conservationevidencejournal.com/reference/pdf/2230",NA,NA
2231,"Conservation Evidence","Rush cutting to create nesting patches for lapwings <i>Vanellus vanellus</i> and other waders, Lower Lough Erne RSPB reserve, County Fermanagh, Northern Ireland",NA,"https://conservationevidencejournal.com/reference/pdf/2231",NA,NA
2232,"Conservation Evidence","The effectiveness of different methods to deter large gulls <i>Larus</i> spp. from competing with nesting terns <i>Sterna</i> spp.  on Coquet Island RSPB reserve, Northumberland, England",NA,"https://conservationevidencejournal.com/reference/pdf/2232",NA,NA
2236,"Conservation Evidence","Re-profiling of islands in a gravel pit to improve nesting conditions for terns <i>Sterna</i> and small gulls <i>Larus</i> at Dungeness RSPB reserve, Kent, England",NA,"https://conservationevidencejournal.com/reference/pdf/2236",NA,NA
