"study.id","publication.year","publication.title","journal.name","ab_clean","doi_clean","source","mykey","word_count","sd","ave_sentiment","word_class","sent_class","strat_class","flag_sample"
247,2011,"Albatrosses Following Fishing Vessels: How Badly Hooked Are They on an Easy Meal","PLoS ONE","Fisheries have major impacts on seabirds, both by changing food availability and by causing direct mortality of birds during trawling and longline setting. However, little is known about the nature and the spatial-temporal extent of the interactions between individual birds and vessels. By studying a system in which we had fine-scale data on bird movements and activity, and near real-time information on vessel distribution, we provide new insights on the association of a threatened albatross with fisheries. During early chick-rearing, black-browed albatrosses Thalassarche melanophris from two different colonies (separated by only 75 km) showed significant differences in the degree of association with fisheries, despite being nearly equidistant to the Falklands fishing fleet. Most foraging trips from either colony did not bring tracked individuals close to vessels, and proportionally little time and foraging effort was spent near ships. Nevertheless, a few individuals repeatedly visited fishing vessels, which may indicate they specialise on fisheries-linked food sources and so are potentially more vulnerable to bycatch. The evidence suggests that this population has little reliance on fisheries discards at a critical stage of its nesting cycle, and hence measures to limit fisheries waste on the Patagonian shelf that also reduce vessel attractiveness and the risk of incidental mortality, would be of high overall conservation benefit. © 2011 Granadeiro et al.","10.1371/journal.pone.0017467","Williams","Williams_247",219,0.150007034241737,0.0091266497731741,"250","neutral","neutral_250",0
248,2011,"Structure of the seabird assemblage associated with pelagic longline vessels in the southwestern Atlantic: implications for bycatch","Endangered Species Research","The region of the southwest Atlantic influenced by the Brazil-Malvinas Confluence (BMC) is important for globally threatened species of albatross and petrel. This applies particularly to the area of the continental slope, due to the high rates of incidental catch from pelagic longliners. We analyzed the temporal variation in the seabird assemblage associated with this fishery, identified the species that make use of discards, and evaluated their interactions while foraging. During 20 commercial fishing trips between 2005 and 2008, we completed 415 bird counts and recorded behavior in 172 of these. The observed species richness (=38 species) is greater than that reported for any other fishery in the region and was highest from October to April, although many species in the assemblage were significantly more abundant between May and September. Only 14 species made significant use of discards, and all of these were albatrosses and petrels captured incidentally. We observed within- and between-species competition for access to discards. In general, the frequency of intraspecific competition was greater in the most abundant species, during the period of their greatest abundance. Albatrosses were more successful in interspecific competitive interactions, and we observed a dominance hierarchy related to body size. We conclude that the composition and seasonality of the seabird bycatch is determined by the spatiotemporal dynamics of the assemblage and by the observed pattern of interspecific interactions. Discards from pelagic longline fleets operating in the BMC may be an important food source for at least 8 species of globally threatened seabirds. Understanding the effect of discards on these populations could generate useful information for conservation, although reducing bycatch levels should be considered the main goal. © Inter-Research 2011.","10.3354/esr00378","Williams","Williams_248",269,0.306160688332274,0.177160505856644,"300","neutral","neutral_300",0
249,2011,"Bycatch of high sea longline fisheries and measures taken by Taiwan: Actions and challenges","Marine Policy","Taiwan is a major longline fishing nation with an interest in proactive conservation measures. Facing global concerns about the incidental catch in longline fisheries, Taiwan has focused on bycatch issues since the 2000s. This paper reviews the existing information on bycatch and the actions taken by Taiwan in the past ten years, including the establishment of observer programs, education and outreach, adoption of national plans of action and publicizing regulations for mitigation measures. This review suggests that continuing and improving the observer program, ensuring the compliance of mitigation measures, and encouraging information exchange and international cooperation will contribute to the conservation of non-commercial species of concern. © 2011 Elsevier Ltd.","10.1016/j.marpol.2011.02.012","Williams","Williams_249",109,0.405399326780809,0.296247533400247,"150","neutral","neutral_150",0
258,2012,"Reducing effects of trawl fishing on seabirds by limiting foraging opportunities provided by fishery waste","Emu","By-catch of seabirds on trawl-fishing gear has been reported worldwide, and is exacerbated by the discharge of fisheries waste. We compared the attraction of seabirds to three forms of fishery waste unprocessed discharge (offal, fish discards), hashed discharge (smaller chunks passed through a hasher pump) and cutter pump discharge (waste passed through the hasher and a cutter pump to further reduce particle size) to identify the discharge form that most effectively reduced the risk of seabird by-catch. Seabird responses measured within specified areas astern of the vessel were the abundance of: large albatrosses (Diomedea spp.), small albatrosses and giant-petrels (Thalassarche spp.; Southern Giant-Petrels, Macronectes giganteus; and Northern Giant-Petrels, M. halli), Cape Petrels (Daption capense) and all other procellariid species. Seabirds on the water were less numerous during cutter pump and hashed discharge relative to unprocessed discharge (except small albatrosses cutter treatment). Also, in some cases, the total number of birds decreased, relative to unprocessed discharge treatments (but not small and large albatrosses cutter treatment). Particle size may be less important for reducing abundances than temporal discharge patterns, which affected how birds tracked the discharge stream. Manipulating discharge characteristics can reduce seabird attraction to fishing vessels. However, the risk of by-catch remained lowest when no discharging occurred. © 2012 BirdLife Australia.","10.1071/MU12002","Williams","Williams_258",215,0.163977388576547,-0.0658543827319795,"250","neutral","neutral_250",0
259,2012,"Direct evidence of the impact of longline fishery on mortality in the Black_footed Albatross","Bird Conservation International","Summary The incidental bycatch of seabirds in longline fisheries is one of the most striking examples of diffuse and incidental impact of human activities on vertebrate species. While there are various types of evidence of a strong impact of longline fisheries on seabirds, in particular albatrosses, the incidental bycatch mortality has never been directly linked to estimates of bycatch derived from on-board surveys. We develop a capture-recapture analysis which relates the annual probability of survival in the Black-Footed Albatross to the estimated absolute bycatch. By converting the absolute bycatch into an estimate relative to population size and using the theory of exploited populations, we show that survival probability decreases linearly with bycatch, and that the bycatch is underestimated by at least 50%, confirming suspicions based on reviews of the bycatch survey procedures, and raising further concerns about the impact of longline fisheries on seabirds. Copyright © BirdLife International 2012.","10.1017/S0959270912000299","Williams","Williams_259",149,0.142354835870923,0.0491319561768688,"150","neutral","neutral_150",1
260,2012,"Hook Effects on Seabird Bycatch in The United States Atlantic Pelagic Longline Fishery","Bulletin of Marine Science","Recent studies suggest that use of circle hooks can reduce the incidental mortality of some marine fishes and sea turtles in longline fisheries. Analysis of data from the US National Marine Fisheries Service Pelagic Observer Program (POP ) revealed a significant hook effect on seabird bycatch. Our analysis focused on the three areas with highest seabird bycatch, the northeast US coast (60°W-71°W, 35°N-42°N), the Middle Atlantic Bight (71°W-82°W, 35°N-41°N), and the South Atlantic Bight (71°W-82°W, 30°N-35°N). We developed two generalized linear models to examine effects of four hook treatments, i.e., four combinations of hook type and size (8/0 J-hook, 9/0 J-hook, 16/0 circle hook, and 18/0 circle hook), on: (1) the probability of catching seabirds on a set and (2) the positive catch rate (i.e., number of seabirds per 1000 hooks in longline sets with at least one seabird caught). Results indicated that combinations of hook type and size significantly influenced the probability of catching seabirds in the United States Atlantic pelagic longline fishery. Use of the 8/0 J-hook led to the highest probability of catching a seabird. Use of circle hooks may significantly reduce seabird bycatch in the US Atlantic pelagic longline fishery, but its effectiveness may be confounded by other factors such as bait type, fishing location, season, and target species. Results of our study were limited by the small number of seabird captures in the POP data. © 2012 Rosenstiel School of Marine & Atmospheric Science of the University of Miami.","10.5343/bms.2011.1039","Williams","Williams_260",243,0.174160924435052,0.0260121217526743,"250","neutral","neutral_250",0
261,2012,"Bycatch susceptibility in pelagic longline fisheries: are albatrosses affected by the diving behaviour of medium_sized petrels","Aquatic Conservation: Marine and Freshwater Ecosystems","Species of petrels and shearwaters with high diving ability could facilitate the catch of albatrosses in pelagic longline fisheries, because they retrieve bait to the surface from depths that albatrosses cannot reach. Once on the surface, large seabirds such as albatrosses can easily displace smaller species thus gaining access to baited hooks which increases their likelihood of getting caught. This paper evaluates the extent to which diving species (i.e. Procellaria aequinoctialis, Procellaria conspicillata and Puffinus gravis) increase the susceptibility of albatross to bycatch in pelagic longline fisheries. In 48 sets, attacks on baits were quantified. When more than one bird (of the same or different species) tried to attack the same bait this was defined as a multiple attack. There were 384 attacks on baits, of which 260 were made by a single individual and 124 by more than one. Multiple attacks were the largest source of bycatch of albatrosses (22 of 27 albatrosses whose attacks were observed). Of the baits attacked by albatrosses (n=244), 17% were indirectly facilitated by diving medium-sized petrels. Considering only the multiple attacks in which albatrosses participated (n=114), 36% were initiated by these medium-sized petrels. Eleven (41%) of the albatrosses captured, and whose attacks were observed, resulted from a diving medium-sized seabird species first having contacted the terminal tackle. This paper shows that medium-sized petrels, with a strong ability to dive, increase considerably the access to bait, and indirectly, the incidental bycatch of albatrosses. Observations made in the absence of mitigation measures also provide useful information to improve the performance of tori lines. Based on the seabird behaviour, it is recommended that tori lines should have a minimum aerial coverage of 50 m. © 2012 John Wiley & Sons, Ltd..","10.1002/aqc.2242","Williams","Williams_261",277,0.256876578280154,-0.0526408631613932,"300","neutral","neutral_300",1
263,2012,"Estimates of seabird incidental catch by pelagic longline fisheries in the South Atlantic Ocean","Animal Conservation","Read the Commentaries on this Feature Paper: Finding the missing pieces: working to solve the fisheries bycatch puzzle; Next step for reducing seabird bycatch; Requisite improvements to the estimation of seabird by-catch in pelagic longline fisheries Response from the authors: Incidental catch of seabirds: strengthening observer programs and increasing cooperation The mortality of seabirds in fisheries has had a serious negative impact on many seabird populations, yet the extent of fishery-derived seabird mortality in pelagic longline fisheries, remains poorly understood. In this study, we analyze fishing effort and catch data of the Taiwanese distant-water longline tuna fleet - the largest fleet in the Atlantic Ocean. These data collected by fishery observers over a 5-year span include 61 trips involving 6181 observed sets of over 20 million hooks, where 198 seabirds were caught (23 of which were released alive). Most birds were caught in the South Atlantic, with estimated seabird bycatch rates ranging from 0.026 birds per thousand hooks in the southwest Atlantic to 0.063 birds per thousand hooks in the southeast Atlantic. Black-browed, Atlantic yellow-nosed, and wandering albatrosses, as well as spectacled and southern giant petrels, were the most frequently caught species. Seabird bycatch hotspots were identified at 20°-40°S/10°W-15°E and 35°-45°S/45°-55°W. In the South Atlantic Ocean, generalized additive models indicated that fishing location and the number of birds sighted significantly influenced seabird bycatch rates. Extrapolating these spatially and temporally explicit seabird bycatch rates to the fishing effort data of other distant-water longline fleets and extrapolating the bycatch rates reported in the literature to the reported fishing effort of coastal nation fleets, we estimate the total seabird incidental mortality from pelagic longline fishing in the southern Atlantic Ocean to be between 3446 and 6083 birds per year from 2004 to 2008. These findings support proposals calling for the required use of best-practice mitigation measures by all pelagic longline vessels operating in seabird bycatch hotspots in the South Atlantic Ocean. International cooperation on research and data sharing is critical to ensure the sustainability of seabird populations and fisheries. © 2012 The Authors. Animal Conservation © 2012 The Zoological Society of London.","10.1111/j.1469-1795.2012.00588.x","Williams","Williams_263",343,0.151514099110063,0.117675625514609,"350","neutral","neutral_350",0
264,2012,"Risk assessment and relative impact of Uruguayan pelagic longliners on seabirds","Aquatic Living Resources","Bycatch in longline fisheries is considered one of the main threats for the conservation of albatrosses and petrels worldwide. However, the relative impact of fisheries on all the affected populations or species still remains poorly understood. This paper applied a Productivity and Susceptibility Analysis (PSA) and the concept of ""Potential Biological Removal Level"" (PBR) to assess the relative impact caused by the Uruguayan pelagic longline fishery on several populations. This two-step approach allowed us to obtain an objective view of the relative impact of the Uruguayan pelagic longline fleet on most of the populations or species of albatrosses and petrels with high association with this fishery. Of fifteen species considered, fourteen were finally assessed and a ranking of risk derived. The concept of PBR was applied to the nine most at-risk species. The impact of fishing on populations could not be straightforwardly inferred from their bycatch rates. Results indicate that large albatrosses (Diomedea spp.) and Thalassarche chlororhynchos are more affected than some of the main species caught by the fishery (i.e. Thalassarche melanophrys and Procellaria aequinoctialis). Diomedea exulans from South Georgia is likely to be the population most affected by the Uruguayan fleet. This work should be seen as a case study of the fisheries operating in the southwestern Atlantic. The Uruguayan fleet within its operation area was responsible for only the 4.3% to 12.5% of the total annual effort deployed by the different fleets during 2004-2008. The combined impact of these fleets could be sufficiently high to account for many of the observed declines in the populations of D. exulans, D. dabbenena and T. chlororhynchos. However, the seabird bycatch numbers for most of the pelagic longline fleets that operate in the southwest Atlantic remain unknown. Applying mitigation measures to reduce the impact of pelagic longline fleets operating in this region should be considered a high priority. ©2012 EDP Sciences, IFREMER, IRD.","10.1051/alr/2012026","Williams","Williams_264",311,0.164935582324354,0.0123332572360799,"350","neutral","neutral_350",0
265,2012,"The management of the distant water tuna fishery in Taiwan","Marine Policy","Since the 1960s Taiwan has been a significant player in the global distant water tuna fisheries (DWTF). However, Taiwan's lack of political recognition has led some fisheries businesses to employ less conventional methods including Flags of Convenience (FOCs) in harvesting tuna resources. Meanwhile, Taiwan has been experiencing the painful cost of readjusted DWTF policies. This paper compares the readjusted policies in accordance with international management instruments and tuna compliance requirements (Compliance Agreement and UNFSA) and domestic laws are already undergoing adjustments to take these into account. This again demonstrates Taiwan's unique position in the international community: despite it not being a member of the United Nations, Taiwan spares no effort to ensure the sustainability of marine resources, and does its utmost to fulfill the responsibilities and duties of a Flag State. © 2012 Elsevier Ltd.","10.1016/j.marpol.2012.03.009","Williams","Williams_265",133,0.135864461996665,0.0561997823416779,"150","neutral","neutral_150",1
266,2012,"Safe Leads for safe heads: safer line weights for pelagic longline fisheries","Fisheries Research","In many pelagic longline fisheries around the world there is reluctance to adopt a line weighting regime that will sink fishing gear rapidly to reduce seabird bycatch. In many cases this is due to safety concerns caused by traditional leaded swivels causing serious injuries, and even fatalities, when they fly-back at the crew in the event of line breakage (e.g. from shark bite offs) during line hauling. This paper presents the results of at-sea and on-shore trials to test the safety and operational effectiveness of an alternative line weight (the Safe Lead) which is designed to slide down, or off the line, in the event of a bite-off, significantly reducing danger to the crew from line weights. At-sea trials in South Africa revealed that Safe Leads can reduce the incidence of dangerous fly-backs to very low levels. In at-sea trails, only 4.2% of Safe Lead fly-backs reached the vessel (the remainder fell in the sea) whereas 73.3% of fly-backs by leaded swivels hit the vessel and one hit a crewmen in the head. Simulated bite-off events on shore revealed the degree of slippage (influences whether leads slide but remain on the branch line, or slide off the end of the line) varied as a function of distance from Safe Lead to hook (1-4. m range) and tension on the line (20-120 kg range). All Safe Lead replicates placed within 2. m of the hook slid off the line under all four tension treatments. Under the higher tension categories of 80 kg and 120 kg, 80% of Safe Leads positioned 3. m from the hook position slid off the line after a simulated bite-off (cut-away). High speed photography of fly-backs showed a significant (P 80% reduction in kinetic energy on impact. Our results suggest that Safe Leads are a cost-effective and operationally simple alternative to traditional leaded swivels with significant benefits to crew safety. © 2012 Elsevier B.V.","10.1016/j.fishres.2012.07.024","Williams","Williams_266",321,0.38138012378729,0.103435768723645,"350","neutral","neutral_350",0
279,2013,"Reducing seabird bycatch in the South African joint venture tuna fishery using bird_scaring lines, branch line weighting and nighttime setting of hooks","Fisheries Research","We compared the performance of two bird-scaring line designs (light lines with short streamers vs. hybrid lines with a mix of long and short streamers) deployed in pairs with unweighted branch lines on two joint venture tuna vessels typical of distant-water tuna fisheries in the South Africa Exclusive Economic Zone (EEZ). We also added weight to a subset of branch lines, and compared the effects of line weighting and night vs. day setting in combination with bird-scaring lines on bird and fish catch rates. White-chinned petrels (Procellaria aequinoctialis), a diving seabird, dominated the seabird assemblage; they were the most numerous seabird and they attacked baited hooks and were killed at the highest rates. Secondary attacks - surface foraging albatrosses stealing baits from white-chinned petrels - drove albatross mortality. With hybrid scaring lines deployed, both diving and surface foraging seabirds made fewer attacks (1.5 and 2 times, respectively) within the lines' 100. m aerial extent, where hooks are closest to the surface and birds are most vulnerable to hooking, than with light lines. However, all metrics of comparison between hybrid and light lines were not statistically conclusive, primarily because birds could access baited hooks in areas beyond the protection afforded by bird-scaring lines (aft and to port of their aerial extent). Seabird bycatch rates were 4.6 times higher during daylight hours (2.00 birds/1000 hooks; 52 birds) than at night (0.439 birds/1000 hooks; 28 birds) and night catch rates near the full moon doubled. Bird catch rates were 18 times higher on unweighted branch lines (1.07/1000 hooks; 79 birds) than on weighted branch lines (0.06/1000 hooks; 1 bird) with no detectable effect on fish catch. With respect to streamer lines, our results suggest that in Procellaria petrel dominated systems the aerial extent of bird-scaring lines (of any design) should span the distance that baited hooks are within 10. m of the surface to effectively prevent bird attacks on baits. Overall, results suggest that night setting, adequate branch line weighting, and proper deployment of two bird-scaring lines have the potential to reduce seabird bycatch in pelagic longline fisheries without reducing the catch rates of target fishes. Further development of safe, fast-sinking branch line weighting configurations and bird-scaring lines less prone to tangling on fishing gear is critical to this effort. © 2013.","10.1016/j.fishres.2013.04.015","Williams","Williams_279",371,0.178724821023803,-0.0275243596072326,"350","neutral","neutral_350",1
281,2013,"Comparison of the effectiveness of paired and single tori lines for preventing bait attacks by seabirds and their bycatch in pelagic longline fisheries","Fisheries Research","To examine the effectiveness of the paired tori lines (PT) for reducing seabird bycatch in pelagic longline fisheries, bait attack behaviors during PT deployment was compared with that during single tori line (ST) deployment. Detailed observations of seabird species abundance and attacks on baits were conducted from a longliner operating in the western North Pacific from December 2010 to January 2011. Line settings alternated between ST and PT deployments. About 90% of the seabirds attending the vessel were Laysan albatrosses (Phoebastria immutabilis), and most attacks were by this species. Attacks occurred across broad areas from 25 to 200. m of the stern during ST deployments, whereas PT deployment resulted in few attacks within 75. m of the stern. The number of secondary attacks (birds charging for the bait brought to the surface by the bird making the primary attack) was significantly lower during PT than during ST deployment. These results suggest that PT performed better than ST in reducing bait attacks, and consequently seabird mortality. © 2012 Elsevier B.V.","10.1016/j.fishres.2012.11.007","Williams","Williams_281",162,0.162332513177496,-0.217693620372221,"200","negative","negative_200",0
282,2013,"Fisheries Bycatch as an Inadvertent Human_Induced Evolutionary Mechanism","PLoS ONE","Selective harvesting of animals by humans can affect the sustainability and genetics of their wild populations. Bycatch - the accidental catch of non-target species - spans the spectrum of marine fauna and constitutes a harvesting pressure. Individual differences in attraction to fishing vessels and consequent susceptibility to bycatch exist, but few studies integrate this individual heterogeneity with demography. Here, we tested for the evidence and consequences of individual heterogeneity on the demography of the wandering albatross, a seabird heavily affected by fisheries bycatch. We found strong evidence for heterogeneity in survival with one group of individuals having a 5.2% lower annual survival probability than another group, and a decrease in the proportion of those individuals with the lowest survival in the population coinciding with a 7.5 fold increase in fishing effort in the foraging areas. Potential causes for the heterogeneity in survival are discussed and we suggest that bycatch removed a large proportion of individuals attracted by fishing vessels and had significant phenotypic and population consequences. © 2013 Barbraud et al.","10.1371/journal.pone.0060353","Williams","Williams_282",166,0.248977530651872,0.0481231658070169,"200","neutral","neutral_200",0
284,2013,"Scaling down the analysis of seabird_fishery interactions","Marine Ecology Progress Series","Seabird-fishery interactions are currently a major issue in marine conservation management. A common approach to quantifying the extent of interactions is to overlay density maps of seabird and fishing activities derived from point locations. Such large-scale evaluations of overlap can be misleading due to the static representation of birds and vessels that in reality are spatially and temporally dynamic. Additionally, overlap at large scales does not necessarily indicate interaction; overlapping distributions of seabirds and fisheries could reflect coincident use of habitat. Using 4 yr of distribution data, we conducted a fine-scale analysis of overlap between albatrosses and fishing vessels. Results were compared to those derived from large-scale density comparisons. Additionally, we compared overlap versus interaction rates by calculating the proportion of time that birds foraged in close association with a fishing vessel versus independently while within 10 km of a vessel. Results of our fine-scale analysis indicated generally low rates of overlap while foraging and high variability among sexes, years and types of fishery. Changes in overlap rates were attributed to shifts in both albatross and vessel distributions. Albatrosses foraged independently of fishing vessels half the time they were within 10 km of a vessel, indicating that 50% of overlap is due to coincident habitat use rather than vessel interaction. Overlaying of large-scale distribution maps failed to distinguish annual variation in the degree of bird-fishery overlap, and suggested overlap where none was identified at the finer scale. This study illustrates the increased insight derived from fine-scale analyses of seabird-fisheries interactions. © Inter-Research 2013.","10.3354/meps10071","Williams","Williams_284",257,0.138486983903852,0.0448071684668609,"300","neutral","neutral_300",0
289,2014,"Diving behaviour of white_chinned petrels and its relevance for mitigating longline bycatch","Polar Biology","The white-chinned petrel (Procellaria aequinoctialis) is the seabird species most commonly killed by Southern Hemisphere longline fisheries. Despite the importance of diving ability for mitigating longline bycatch, little is known of this species' diving behaviour. We obtained data from temperature-depth recorders from nine white-chinned petrels breeding on Marion Island, southwestern Indian Ocean, during the late incubation and chick-rearing period. Maximum dive depth (16 m) was slightly deeper than the previous estimate (13 m), but varied considerably among individuals (range 2-16 m). Males dived deeper than females, and birds feeding chicks dived deeper than incubating birds, but dive rate did not differ between the sexes. Time of day had no significant effect on dive depth or rate. Our findings will help to improve the design and performance of mitigation measures aimed at reducing seabird bycatch in longline fisheries, such as the calculation of minimum line sink rates and optimum aerial coverage of bird-scaring lines. © 2014 Springer-Verlag Berlin Heidelberg.","10.1007/s00300-014-1521-y","Williams","Williams_289",159,0.118505802129107,0.0627234069757232,"200","neutral","neutral_200",0
290,2014,"Cory's shearwater by_catch in the Mediterranean Spanish commercial longline fishery: implications for management","Biodiversity and Conservation","Cory's shearwater Calonectris diomedea is the main seabird species by-caught by the Spanish longline fleet operating in the western Mediterranean Sea. Identification of the principal factors that determine this by-catch and understanding how they could be controlled is fundamental for improving the management of fisheries and so carry out a better conservation of Cory's shearwater populations in the Mediterranean. The aim of this paper was to model the longline by-catch of Mediterranean Cory's shearwater in the Spanish Mediterranean longline fishery as a function of time of the year, technical characteristics of the fishing operation, and geographical location. We used data recorded by an onboard observer program monitoring commercial longline fisheries. During the 10 years covered in this study, 80 birds were captured in 30 fishing operations out of a total of 2,587 observed fishing sets. We used favourability functions and Random Forest analyses to relate the presence of Cory's shearwater in the by-catch with the explanatory factors. The most explanatory factor in relation to incidence of by-catch was the geographical location (longitude and fishing over the continental shelf) and then the technical characteristics of the fishing operation (number of hooks and fishing during non-working days). Our conclusion is clear, because seabirds are more likely to approach longline vessels when trawlers are not allowed to operate (i.e. non-working days), activity of longliners should be limited to working days, and closing longliners activity during the month of October could reduce greatly reducing seabird bycatch. © 2014 Springer Science+Business Media Dordrecht.","10.1007/s10531-014-0625-6","Williams","Williams_290",251,0.217130342717437,0.121193408173972,"300","neutral","neutral_300",0
291,2014,"Mitigating Seabird Bycatch during Hauling by Pelagic Longline Vessels","PLoS ONE","Bycatch in longline fisheries threatens the viability of some seabird populations. The Hawaii longline swordfish fishery reduced seabird captures by an order of magnitude primarily through mitigating bycatch during setting. Now, 75% of captures occur during hauling. We fit observer data to a generalized additive regression model with mixed effects to determine the significance of the effect of various factors on the standardized seabird haul catch rate. Density of albatrosses attending vessels during hauling, leader length and year had largest model effects. The standardized haul catch rate significantly increased with increased albatross density during hauling. The standardized catch rate was significantly higher the longer the leader: shorter leaders place weighted swivels closer to hooks, reducing the likelihood of baited hooks becoming available to surface-scavenging albatrosses. There was a significant linear increasing temporal trend in the standardized catch rate, possibly partly due to an observed increasing temporal trend in the local abundance of albatrosses attending vessels during hauling. Swivel weight, Beaufort scale and season were also significant but smaller model effects. Most (81%) haul captures were on branchlines actively being retrieved. Future haul mitigation research should therefore focus on reducing bird access to hooks as crew coil branchlines, including methods identified here of shorter leaders and heavier swivels, and other potentially effective methods, including faster branchline coiling and shielding the area where hooks becomes accessible. The proportion of Laysan albatross (Phoebastria immutabilis) captures that occurred during hauling was significantly, 1.6 times, higher than for black-footed albatrosses (P. nigripes), perhaps due to differences in the time of day of foraging and in daytime scavenging competitiveness; mitigating haul bycatch would therefore be a larger benefit to Laysans. Locally, findings identify opportunities to nearly eliminate seabird bycatch. Globally, findings fill a gap in knowledge of methods to mitigate seabird bycatch during pelagic longline hauling.","10.1371/journal.pone.0084499","Williams","Williams_291",299,0.205019638926162,0.208001678973846,"300","neutral","neutral_300",0
292,2014,"Best practice seabird bycatch mitigation for pelagic longline fisheries targeting tuna and related species","Fisheries Research","We comprehensively tested combinations of three primary mitigation measures in a pelagic longline fishery with one of the highest rates of interaction with what may be the world's most challenging seabird assemblage (dominated by Procellaria genus petrels), aboard fishing vessels typical of the Asian distant water fleet. Multiple measures were used to compare the performance of weighted vs. unweighted branch lines set with two bird-scaring lines - hybrid lines with long and short streamers - during daytime and nighttime. The weights used were a novel double-weight configuration. Secondary attacks on baits brought to the surface by white-chinned petrels drove albatross mortality. Regardless of time of day, weighted branch lines with two bird-scaring lines, deployed and maintained with an aerial extent of 100. m, reduced bird attacks by a factor of four, and secondary attacks and seabird mortality by a factor of seven, compared to unweighted branch lines, with little effect on fish catch rates and with no injuries to crew. This combination yielded zero bird mortalities when gear was set at night. We conclude that the simultaneous use of two bird-scaring lines, weighted branch lines and night setting meet our criteria for best-practice seabird bycatch mitigation for the joint-venture fleet targeting tuna and related species in the South African EEZ. To be successful, the aerial extent of bird-scaring lines should be aligned with the distance astern that baited hooks sink beyond the foraging depth of the dominant seabird - in this case white-chinned petrels to a depth near 5. m. Given that these measures were successful in one of the most challenging pelagic longline fisheries, they are likely to be widely applicable to pelagic longline fisheries using similar gear. © 2013 Elsevier B.V.","10.1016/j.fishres.2013.07.012","Williams","Williams_292",286,0.101027376953871,-0.0222476548231413,"300","neutral","neutral_300",0
293,2014,"Bycatch of great albatrosses in pelagic longline fisheries in the southwest Atlantic: Contributing factors and implications for management","Biological Conservation","Pelagic longline fisheries in the southwest Atlantic are a major conservation concern for several threatened seabirds, including four species of great albatrosses: wandering albatross (Diomedea exulans), Tristan albatross (Diomedea dabbenena), southern royal albatross (Diomedea epomophora) and northern royal albatross (Diomedea sanfordi). The aim of this study was to examine the spatial and temporal variation in bycatch rates of these species, and to identify the contributing environmental and operational factors. We used data collected by observers on board pelagic longliners in the Uruguayan fleet in 2004-2011, and on Japanese vessels operating in Uruguay under an experimental fishing license in 2009-2011. Bycatch rates for northern and southern royal albatrosses were higher than expected based on previous reports, particularly over the shelf break. Wandering and Tristan albatrosses were caught predominantly in pelagic waters, where there are numerous fishing fleets from other flag states. Bycatch of great albatrosses was highest in April-November, with the peak for royal albatrosses in June-July, and for wandering and Tristan albatrosses in September-November. A range of vessel operational practices and habitat variables affected bycatch rates, among which setting time, moon phase, area and season are useful in terms of risk assessment, and in the development and improvement of conservation measures for these highly threatened species. © 2014 Elsevier Ltd.","10.1016/j.biocon.2013.12.035","Williams","Williams_293",209,0.0984668658191085,0.0482025779146919,"250","neutral","neutral_250",0
294,2014,"Comparing bycatch mitigation strategies for vulnerable marine megafauna","Animal Conservation","Marine megafauna such as seabirds, marine mammals and sea turtles are subject to high mortality from incidental capture or bycatch in fisheries. Recent research suggests that fishing effort is increasing worldwide, highlighting the need to evaluate strategies intended to reduce marine megafauna bycatch. Here, we use three focal species (i.e. leatherback turtle Dermochelys coriacea, black-footed albatross Phoebastria nigripes and vaquita porpoise Phocoena sinus) as case studies to compare management outcomes of four bycatch mitigation measures: time-area closures, individual bycatch limits, gear modifications and buy-outs. Time-area closures were used for leatherbacks and vaquitas with limited effectiveness, although timing, size and enforcement influenced their efficacy. Individual bycatch limits were employed for leatherbacks in one fishery, sometimes simultaneously with gear modifications and closures. Gear modifications consistently reduced bycatch of leatherbacks and black-footed albatross and showed strong promise for vaquitas. True buy-outs were only used for vaquitas and were costly, most fishers were unwilling to be bought out, and it is unclear if they reduced bycatch. Our review suggests that gear modifications were the most widely used and generally most promising technique for these species, although management outcomes of each strategy depended largely on the species-fishery interaction, fishery characteristics and socioeconomic context. Based on lessons learned from our case studies, we outline when and where a particular approach may be most effective, provide recommendations for improving each strategy and highlight priorities for future research. © 2013 The Zoological Society of London.","10.1111/acv.12051","Williams","Williams_294",243,0.397206046153978,0.0731502589661173,"250","neutral","neutral_250",0
295,2014,"Global patterns of marine mammal, seabird, and sea turtle bycatch reveal taxa_specific and cumulative megafauna hotspots","Proceedings of the National Academy of Sciences of the United States of America","Recent research on ocean health has found large predator abundance to be a key element of ocean condition. Fisheries can impact large predator abundance directly through targeted capture and indirectly through incidental capture of nontarget species or bycatch. However, measures of the global nature of bycatch are lacking for air-breathing megafauna. We fill this knowledge gap and present a synoptic global assessment of the distribution and intensity of bycatch of seabirds, marine mammals, and sea turtles based on empirical data from the three most commonly used types of fishing gears worldwide. We identify taxa-specific hotspots of bycatch intensity and find evidence of cumulative impacts across fishing fleets and gears. This global map of bycatch illustrates where data are particularly scarce-in coastal and small-scale fisheries and ocean regions that support developed industrial fisheries and millions of small-scale fishers-and identifies fishing areas where, given the evidence of cumulative hotspots across gear and taxa, traditional species or gear-specific bycatch management and mitigation efforts may be necessary but not sufficient. Given the global distribution of bycatch and the mitigation success achieved by some fleets, the reduction of air-breathing megafauna bycatch is both an urgent and achievable conservation priority.","10.1073/pnas.1318960111","Williams","Williams_295",202,0.237486009840826,0.0903728325943582,"250","neutral","neutral_250",1
