study.id,publication.year,publication.title,journal.name,doi,url,doi_clean,doi_url,ab_clean,intervention_count
8086,2017,Unmanned aerial vehicles mitigate human‚Äìelephant conflict on the borders of Tanzanian Parks: a case study,Oryx,NA,https://doi.org/10.1017/S0030605316000946,10.1017/S0030605316000946,https://doi.org/10.1017/S0030605316000946,"Protected areas across the range of the African savannah elephant Loxodonta africana are increasingly being surrounded and isolated by agriculture and human settlements. Conflicts between people and crop-raiding elephants regularly lead to direct reprisals and diminish community support for conservation. We report on field trials in northern Tanzania that employed a new, humane way for wildlife managers to move elephants away from conflict zones, from distances of > 100 m, thereby enhancing the safety of wildlife managers, farmers and elephants. We deployed 10 unmanned aerial vehicles (drones) piloted by five trained teams of wildlife managers in the Tarangire-Manyara and Serengeti ecosystems. Game Scouts deployed the drones opportunistically during crop-raiding events at the peak of the maize ripening period in 2015 and 2016. In 100% of trials (n = 51) elephants responded to the presence of a drone by departing rapidly from crop fields (n = 38) and settlements (n = 13). The cost of five teams responsible for 617 km2 in Tarangire-Manyara was estimated to be USD 15,520 for 1 year, and all drones remained operational for the duration of the study. The initial success of this tool warrants further testing of the utility of small unmanned aerial vehicles as part of the toolbox for wildlife managers and communities dealing with high levels of conflict with wildlife.",2
8098,2014,"Re-introduction of globally threatened Arabian gazelles <i>Gazella arabica</i> (Pallas, 1766) (Mammalia: Bovidae) in fenced protected area in central Saudi Arabia",Journal of Threatened Taxa,https://doi.org/10.11609/JoTT.o3971.6053-60,https://doi.org/10.11609/JoTT.o3971.6053-60,10.11609/JoTT.o3971.6053-60,https://doi.org/10.11609/JoTT.o3971.6053-60,NA,4
8102,2013,Efficacy of electronet fencing for excluding coyotes: a case study for enhancing production of black-footed ferrets,Wildlife Society Bulletin,NA,https://doi.org/10.1002/wsb.348,10.1002/wsb.348,https://doi.org/10.1002/wsb.348,"Reducing coyote (Canis latrans) predation can be an important management objective. Here, we evaluated the efficacy of electronet fencing for excluding coyotes from focal areas on black tailed prairie dog (Cynomys ludovicianus) colonies, measured the effect of fencing on wild-born black-footed ferret (Mustela nigripes) kit survival, and modeled costs and benefits of fencing. From 27 July to 2 October 2010 in northcentral Montana, USA, we erected and maintained 7.7 km of electronet that enclosed 108 ha on portions of 2 prairie dog colonies. We monitored 2 female ferrets and 6 kits inside exclosures and 3 females and 12 kits outside of exclosures. Percent of coyote sightings in the protected areas was 6 times less than expected during the exclosure period (42% pre-exclosure, 7% exclosure, 47% post-exclosure). We conclude that the electronet fencing was effective for dramatically decreasing coyote activity in focal areas where black-footed ferret litters were being raised.We found evidence that survival of kits living primarily in protected areas was 22% higher, but we qualify this finding because of low sample sizes and because our monitoring activity on the study site may have influenced coyote activity. We estimated one-time costs for fencing to be US$4,464/km and operation and/or maintenance costs for the 68 days of fence operation to be US$641/km. If fencing increased survival by 20-30%, then total cost per ferret kit not lost to coyote predation would range between US$5,400 and $3,600, or US$2,550 and $1,700 if fence set-up-take-down labor and use of an all-terrain vehicle were donated. © 2013 The Wildlife Society.",1
8106,2015,Dead or alive? Comparing costs and benefits of lethal and non-lethal human-wildlife conflict mitigation on livestock farms,Oryx,NA,https://doi.org/10.1017/S0030605313001610,10.1017/S0030605313001610,https://doi.org/10.1017/S0030605313001610,"Livestock depredation has implications for conservation and agronomy; it can be costly for farmers and can prompt retaliatory killing of carnivores. Lethal control measures are readily available and are reportedly perceived to be cheaper, more practical and more effective than non-lethal methods. However, the costs and efficacy of lethal vs non-lethal approaches have rarely been compared formally. We conducted a 3-year study on 11 South African livestock farms, examining costs and benefits of lethal and non-lethal conflict mitigation methods. Farmers used existing lethal control in the first year and switched to guardian animals (dogs Canis familiaris and alpacas Lama pacos) or livestock protection collars for the following 2 years. During the first year the mean cost of livestock protection was USD 3.30 per head of stock and the mean cost of depredation was USD 20.11 per head of stock. In the first year of non-lethal control the combined implementation and running costs were similar to those of lethal control (USD 3.08 per head). However, the mean cost of depredation decreased by 69.3%, to USD 6.52 per head. In the second year of non-lethal control the running costs (USD 0.43 per head) were significantly lower than in previous years and depredation costs decreased further, to USD 5.49 per head. Our results suggest that non-lethal methods of human-wildlife conflict mitigation can reduce depredation and can be economically advantageous compared to lethal methods of predator control.",2
8113,2011,"Home-range studies in a reintroduced brush-tailed rock-wallaby (<i>Petrogale penicillata</i>) population in the Grampians National Park, Victoria",Australian Mammalogy,http://dx.doi.org/10.1071/AM10039,http://dx.doi.org/10.1071/AM10039,10.1071/AM10039,https://doi.org/10.1071/AM10039,"In 2008, after 9 years of presumed local extinction, brush-tailed rock-wallabies (Petrogale penicillata) were reintroduced at Moora Moora Creek in the Grampians National Park, western Victoria. Since little is known about this species in Victoria, the reintroduction presented an important opportunity to gain information on the species' ecology. Radio-tracking was undertaken and home range determined for three individuals released 11 months before this study and a further five individuals that were released at the commencement of the study in October 2009. Home-range size showed little variation amongst individuals, with a mean overall home range of 26ha (±1.69, s.e.) and a mean core home range of 2.5ha (±0.24, s.e.). Newly reintroduced individuals showed higher levels of association with wallabies from the same release and greater site fidelity when known conspecifics were close. Within 5 months of release, newly reintroduced animals showed home ranges similar in both size and distribution to those of animals released 11 months prior. © 2011 Australian Mammal Society.",1
8114,2013,Small mammal use of field borders planted as beneficial insect habitat,Wildlife Society Bulletin,NA,https://doi.org/10.1002/wsb.226,10.1002/wsb.226,https://doi.org/10.1002/wsb.226,"Field borders established for wildlife conservation have been recognized as a possible venue for also promoting beneficial insect populations, such as parasitic wasps and pollinators, on agricultural lands. However, traditional fallow field borders lack nectar sources required to sustain beneficial insect communities, and their value to smallmammals is not well-understood. In October-November 2009, we trapped small mammals in four field-border treatments (planted native, warm-season grasses and prairie flowers, planted prairie flowers only, fallow vegetation, and frequently mowed vegetation) replicated around nine organic crop fields, and developed closed-population models in Program MARK to estimate abundance in each border. We also measured vegetation cover within each border treatment from June to August 2009. We captured 491 individuals of two species, the hispid cotton rat (Sigmodon hispidus) and house mouse (Mus musculus). Cotton rat abundance was =2 times greater in grass and flower borders and flowers-only borders than in fallow borders, likely because of greater vegetation density and availability of preferred foods in planted borders. No cotton rats were captured in mowed borders, and house mouse abundance was =5 times lower in mowed borders than in other border types. Lower abundance of cotton rats and house mice in mowed borders emphasizes the importance of structurally complex non-crop vegetation for supporting small-mammal communities in agricultural landscapes. Field borders planted to promote beneficial insects may be a useful tool for maximizing the ecological services provided by non-crop vegetation. © 2013 The Wildlife Society.",1
8115,2017,Evaluation of intercept feeding to reduce livestock depredation by grizzly bears,Ursus,NA,https://doi.org/10.2192/URSU-D-16-00026.1,10.2192/URSU-D-16-00026.1,https://doi.org/10.2192/URSU-D-16-00026.1,"Supplemental and diversionary feeding can reduce conflicts between wildlife and people. However, feeding also can increase species abundance, survival, and reproductive success, which might increase human-wildlife conflicts. In southwestern Alberta, Canada, the provincial government fed road-killed ungulates to grizzly bears (Ursus arctos) each spring during 1998-2013 attempting to reduce spring depredation of livestock by grizzly bears. We used non-invasive genetic sampling, remote trail cameras, and complaint records to evaluate the efficacy of Alberta's intercept-feeding program. We monitored 12 intercept-feeding locations in 2012 and 2013. Using DNA, we identified 22 grizzly bears (19 M, 3 F) at the intercept-feeding sites. Remote trail cameras detected grizzly bears at all intercept-feeding sites, but detected females with dependent offspring at only 4 of the 12 sites. We reviewed complaint data for incidents before, during, and after the intercept-feeding program. We defined an incident as a situation where the grizzly bear caused property damage, obtained anthropogenic food, or killed or attempted to kill livestock or pets. Spring (1 Mar-15 Jun) grizzly bear-livestock incidents did not decrease during the intercept-feeding program (pre: 1982-1995, x = 0.8 spring livestock incidents/yr, SE = 0.3, during: 1999-2013, x = 3.3 spring livestock incidents/yr, SE = 1.3, t = 1.76, 27 df, P = 0.09). We also collected DNA samples from bears involved in incidents, and only 2 bears detected at intercept-feeding sites were detected also at a spring incident site. The intercept-feeding program was suspended in 2014 and 2015, and we did not detect an increase in spring livestock depredation. We estimated annual operating costs to be43,850 Canadian dollars (CAD); initial capital equipment investment was19,000 CAD. In total, approximately720,600 CAD has been spent on the intercept-feeding program between 1998 and 2013. Intercept feeding did not decrease spring livestock depredation; therefore, other mitigation efforts, including electric fencing and deadstock removal, might be a more cost-effective long-term solution.",1
8116,2012,Can predator avoidance training improve reintroduction outcomes for the greater bilby in arid Australia?,Animal Behaviour,NA,https://doi.org/10.1016/j.anbehav.2012.01.023,10.1016/j.anbehav.2012.01.023,https://doi.org/10.1016/j.anbehav.2012.01.023,"Many threatened species' reintroductions in Australia fail because of predation by introduced cats and foxes. We attempted to improve reintroduction outcomes by training greater bilbies, . Macrotis lagotis, to recognize cats as predators. The movement and behaviour of trained and control bilbies were compared in both a predator-free environment and in an area where cats and foxes were present. Trained bilbies within the predator-free environment moved significantly further, used more burrows with more entrances and changed burrows more frequently than untrained control animals. Trained bilbies also moved burrows when presented with olfactory predator stimuli while control bilbies did not. However, when bilbies were reintroduced to an area where predators were present, there was no difference in survival, movement or burrow use between trained and control bilbies. Both groups exhibited high survival rates in the first 6. months after release. In the presence of predators, both trained and control bilbies appeared to be more predator-aware possibly because of control bilbies learning from trained conspecifics or cohabiting rabbits or through inadvertent contamination of control animals during training. Results suggest that bilbies can be taught to recognize exotic predators but this may not necessarily translate into improved reintroduction success in the wild. Further investigation into cultural and filial transfer of antipredator behaviour is recommended. © 2012 The Association for the Study of Animal Behaviour.",1
8117,2015,Native wildlife use of highway underpasses in a desert environment,The Southwestern Naturalist,NA,https://doi.org/10.1894/0038-4909-60.4.340,10.1894/0038-4909-60.4.340,https://doi.org/10.1894/0038-4909-60.4.340,"While highway underpasses and culverts are often identified in conservation planning as wildlife corridors, their success at facilitating connectivity in deserts has rarely been tested. We evaluated wildlife use of seven, pre-existing highway underpass structures and four associated canyon sites over 29 mo to identify spatial and temporal wildlife use patterns and to assess factors that may constrain wildlife use, particularly for native carnivore species. Our results indicate that a wide diversity of wildlife species utilize the underpass structures including rodents, lagomorphs, deer, and carnivores. Structural attributes of the underpasses have a minor influence on use by most observed species, although structural characteristics and human activity both contributed to determining bobcat (Lynx rufus) usage. Wildlife and human diel patterns differed between the underpass sites and their associated canyons. We suggest that providing a range of underpass structures to support use by a diversity of wildlife, as well as development or modification of underpasses to minimize human disturbance, will enhance landscape connectivity in desert systems.",1
8126,2015,Black bear exclusion fences to protect mobile apiaries,Human Wildlife Interactions,NA,https://digitalcommons.usu.edu/cgi/viewcontent.cgi?article=1109&context=hwi,NA,NA,"Demand for commercial bee (Apis mellifera) services recently has increased, resulting in greater use of mobile apiaries for crop pollination. When commercial apiaries are moved into areas occupied by black bears (Ursus americanus), conflicts between beekeepers and bears sometimes occur. Commercial pollination often involves moving apiaries among agricultural fields, and, thus, permanent fencing is not a viable option for reducing damage by bears. In 2010, we tested the effectiveness of 4 temporary electric fence designs for excluding black bears from bait sites in northern Michigan. We determined the effectiveness of each fence design by observing bear behavior obtained from 24-hour video surveillance. From >433 minutes of bear-fence interactions (BFI), we recorded 168 BFIs in 73 visits by an estimated 15 bears. The only fence design deemed 100% effective at excluding bears consisted of 3 polytape strands charged with 5,000 V and spaced 0.58, 0.39, and 0.23 m from the ground, respectively. Proper fence construction and maintenance are critical elements of effectiveness, and we provide guidance on each. Our results demonstrate that low-cost temporary fencing can be an effective tool for excluding bears from localized sites, such as apiaries.",1
8127,2017,"Patterns of movement of released female brown bears in the Cantabrian Mountains, northwestern Spain",Ursus,https://doi.org/10.2192/URSU-D-16-00012.1,https://doi.org/10.2192/URSU-D-16-00012.1,10.2192/URSU-D-16-00012.1,https://doi.org/10.2192/URSU-D-16-00012.1,"Between 2008 and 2013, 3 female brown bears (Ursus arctos; 2 cubs-of-the-year and 1 2-yr-old) were rescued, rehabilitated in captivity, radiotagged, and released back to the Cantabrian Mountains, northwestern Spain. We characterized their daily and seasonal movements post-release to gain insights into their movement strategies and the viability of bears released in human-dominated environments. The bears exhibited marked diurnal activity and were active throughout winter. Two bears demonstrated behaviors similar to those reported for wild bears, whereas one cub-of-the-year was recaptured after 21 days because she developed signs of habituation to humans.",1
8131,2017,Wolf predation on cattle in Portugal: Assessing the effects of husbandry systems,Biological Conservation,NA,https://doi.org/10.1016/j.biocon.2017.01.008,10.1016/j.biocon.2017.01.008,https://doi.org/10.1016/j.biocon.2017.01.008,"Mitigating conflicts associated with predation on livestock is essential for conserving large carnivores in human dominated landscapes. This is generally addressed by targeting at individual management practices affecting predation risk, often disregarding that different livestock husbandry systems (i.e., groups of farms sharing similar resource bases, production patterns and management practices) with different vulnerabilities to predation may coexist within predator ranges, each of which requiring tailored prescriptions to reduce predation. Here we evaluated the importance of considering both husbandry systems and individual management practices to mitigate conflicts due to cattle predation by wolves in Portugal, where attacks on cattle increased > 3 times in 1999ñ2013. Government records from 2012 to 2013 indicated that only < 2% of cattle farms suffered wolf attacks, of which < 4% had > 10 attacks per year. We found that attacks were concentrated in the free-ranging husbandry system, which was characterized by multi-owner herds, largely grazing communal land far from shelter, and seldom confined. Protecting these herds at night in winter was the most important factor reducing wolf attacks, which could be achieved by changing practices of ò 25% of farmers in this system. Attacks were much lower in the semi-confined system, probably because herds grazed pastures closer to shelter, and they were often confined with fences or in barns. Farms bringing calves < 3 months old to pastures were associated with about 90% of attacks, but changing this practice would involve ò 50% of farmers in this system. Our results underline the importance of identifying livestock husbandry systems and to adjust mitigation strategies to each system.",1
8133,2012,Land use and behavioral patterns of brown bears in the South-Eastern Romanian Carpathian Mountains: A case study of relocated and rehabilitated individuals,Procedia Environmental Sciences,NA,https://doi.org/10.1016/j.proenv.2012.03.011,10.1016/j.proenv.2012.03.011,https://doi.org/10.1016/j.proenv.2012.03.011,NA,1
8139,2014,"Do koalas <i>Phascolarctos cinereus</i> use trees planted on farms? A case study from north-west New South Wales, Australia",Pacific Conservation Biology,NA,http://dx.doi.org/10.1071/PC140302,10.1071/PC140302,https://doi.org/10.1071/PC140302,NA,1
8144,2011,Effect of artificial warren size on a restocked European wild rabbit population,Animal Conservation,https://doi.org/10.1111/j.1469-1795.2010.00401.x,https://doi.org/10.1111/j.1469-1795.2010.00401.x,10.1111/j.1469-1795.2010.00401.x,https://doi.org/10.1111/j.1469-1795.2010.00401.x,"From the time since the decline of the wild rabbit Oryctolagus cuniculus in southern Europe, various techniques and methods have been explored with a view to restoring wild rabbit populations or increasing rabbit resilience, for both conservation and game purposes. Rabbit restocking and habitat management are among the measures most often applied. Some efforts have been made to increase refuges for wild rabbits, mainly through the construction of artificial warrens. The present study evaluates the response of a wild rabbit population introduced to artificial warrens of varying sizes. This involves comparisons of the density of rabbits in the warrens, rabbit density change between seasons of low and high rabbit population density and the productivity index for large and small warrens in rabbit populations living under semi-natural conditions. Our results show that large warrens had higher rabbit abundance than had small warrens, but significantly lower rabbit density. No differences in density increase or productivity index were found with respect to warren size. The results suggest that it is preferable to build many small warrens for conservation of wild rabbit populations, but, in the event that only a few warrens are built, it is advisable that they be large. © 2010 The AuthorsAnimal conservation © 2010 The Zoological Society of London.",1
8147,2017,Good news from north-central Africa: largest population of vulnerable common hippopotamus <i>Hippopotamus amphibius</i> is stable,Oryx,https://doi.org/10.1017/S0030605315001258,https://doi.org/10.1017/S0030605315001258,10.1017/S0030605315001258,https://doi.org/10.1017/S0030605315001258,"North-central Africa (i.e. Cameroon, the Central African Republic and Chad) once held important populations of large mammals, including the hippopotamus Hippopotamus amphibius. Exports of hippopotamus trophies from Cameroon were suspended in 2012 but the species' status and population trends remain poorly known. Using the same methodology as in 2000 and 2008, we counted hippopotamuses in Faro National Park and bordering hunting zones in 2014. We counted 685 individuals along 97 km of river, compared with 647 and 525 in 2000 and 2008, respectively. The stability of this population contrasts with the declines in populations of large mammals across north-central Africa. We attribute this conservation success to private efforts (i.e. safari hunting) compensating for a decline in state protection. However, the situation remains fragile, as highlighted by an influx of transhumant cattle and gold diggers. We recommend increasing public-private conservation efforts, including incentives for the safari hunting industry, which is also under pressure.",1
8148,2017,An evaluation of small-mammal use of constructed wildlife crossings in ski resorts,Wildlife Research,NA,https://doi.org/10.1071/WR16102,10.1071/WR16102,https://doi.org/10.1071/WR16102,"Context Infrastructure development in ski-resort areas has led to the modification of slopes and, often, the replacement of native plant species with exotic grasses. Modified ski slopes are effectively linear areas of disturbance that separate natural habitat and provide barriers to the movement of native animal species. To overcome these barriers, boulder-filled and culvert-style wildlife crossings have been constructed across disturbed ski slopes and under roadways to facilitate the movement of small native mammal species among areas of remnant habitat, but generally they differ in size and locality. The use of boulder-filled and under-road culvert crossings of different length has not been evaluated. Aims We determine whether fauna utilise wildlife crossings in ski resorts and whether variations in crossing length influence the species using the crossings. Methods We monitored boulder-filled crossings of two size classes (long or short) biannually from March 2009 to April 2013, using hair tubes. We monitored an additional two under-road culvert crossings with remote infrared cameras. Key results The results indicated that all crossings, regardless of size, are utilised by small mammals. However, we detected threatened species, such as Mastacomys fuscus (broad-toothed rat), more frequently in crossings of greater length. Conclusions To maintain linkages for small-mammal populations within ski resorts, we recommend the continued use of boulder-filled crossings on ski slopes. These crossings may be particularly important in facilitating the movement of small mammals across wide areas of ski-slope disturbance. Implications The context and maintenance of crossings is likely to be important for their long-term use by small mammals, as are complementary strategies to restore structural habitat connectivity on ski slopes, such as strategically implemented native vegetation plantings.",1
8149,2011,Investigations into the health of brush-tailed rock-wallabies (<i>Petrogale penicillata</i>) before and after reintroduction,Australian Mammalogy,http://dx.doi.org/10.1071/AM11010,http://dx.doi.org/10.1071/AM11010,10.1071/AM11010,https://doi.org/10.1071/AM11010,"The health of reintroduced animals has received little attention despite the potential impacts of poor animal health on the overall success of the reintroduction and potential risks to the host environment. As part of a reintroduction program, captive-bred brush-tailed rock-wallabies (BTRWs) (Petrogale penicillata) were hardened-off for at least three months before release into the Grampians National Park, western Victoria. A total of 41 animals were involved in the project, with the 24 selected for hardening-off aged between 1.1 and 4.3 years. In all, 21 animals have been released, with data from 11 collected from all sites (captive, hardening-off and reintroduced). At each site animals were periodically trapped, anaesthetised, physically examined, weighed, and blood sampled for haematological and biochemical data over three calendar years. All reintroduced animals were radio-collared. This study presents data across sites (167 samples), two seasons (winter/spring, 95 samples; summer/autumn, 72 samples), two different age groups (juveniles <1.25 years and subadults/adults >1.25 years) and both sexes. Seventy percent of released BTRWs and 90% of sympatric macropodids were positive for macropod herpes virus; none of three BTRWs tested for toxoplasmosis was positive. Faeces were collected opportunistically for flotation and ectoparasites were collected and identified. While physical examinations with anaesthesia were safe and eliminated some animals from being released, they failed to detect all cases of oral cavity disease. A reference range of haematological and biochemical parameters have been established for this evolutionarily significant unit of BTRW. Lymphocyte/neutrophil ratios of released animals suggested that the main acute stressor is a handling phenomenon but the oxidative stress index suggested that animals were coping with their environment. Significant site differences were noted for several variables including red cell mass (red cell count, haemoglobin, haematocrit), white cell count, lymphocyte/neutrophil ratio, albumin globulin ratio, creatinine, urate, ascorbic acid, a-tocopherol, retinol, cholinesterase, total carotenoids and oxidative stress index. Significant seasonal differences were noted for some variables, including red cell mass, ascorbic acid, albumin globulin ratio, cholinesterase, total carotenoids and retinol. Significant age differences were noted for red cell mass, albumin and dietary antioxidants. The only sex-related difference related to higher retinol levels in females. Those parameters related to diet, e.g. albumin, retinol, a-tocopherol, ascorbic acid, and total carotenoids were consistent with those found in other rock-wallabies. © 2011 Australian Mammal Society.",1
8150,2017,Taking a stand against illegal wildlife trade: the Zimbabwean approach to pangolin conservation,Oryx,NA,http://dx.doi.org/10.1017/S0030605316000119,10.1017/S0030605316000119,https://doi.org/10.1017/S0030605316000119,"Pangolins are increasingly threatened by demand for their scales, which are used in traditional medicines, and for their meat, which is consumed as a luxury. As populations of Asian pangolins decline, the demand is shifting to the four species in Africa, where local cultural use may already pose some level of threat. During 2010-2015 a total of 65 pangolin-related seizures (surrendered and confiscated) were reported in Zimbabwe, with the annual number of confiscations increasing significantly over this period. Zimbabwean authorities have toughened their stance against this trade, and during January-June 2015 three-quarters of confiscations of pangolins (n = 12) resulted in the maximum jail sentence for at least one of the offenders in each case. At present there is no evidence that pangolins are being traded from Zimbabwe to China, and the increased enforcement may be key to ensuring Zimbabwe's pangolins are not threatened by the large-scale illegal trade witnessed in Asia.",1
8152,2011,Are the same bears repeatedly translocated from corn crops in Wisconsin?,Ursus,NA,https://doi.org/10.2192/URSUS-D-10-00031.1,10.2192/URSUS-D-10-00031.1,https://doi.org/10.2192/URSUS-D-10-00031.1,"American black bear (Ursus americanus) damage to corn crops in northern Wisconsin is managed by capturing and translocating bears away from fields where damage is occurring. Translocating wildlife is often not a preferred wildlife management technique because of the potential return and repeated capture of animals. Hundreds of bears are translocated in Wisconsin annually, but because anesthetizing, marking, and tracking individual bears is prohibited at the time of year that translocations occur, it is not known whether the same few bears are moved multiple times, or if a large pool of new bears continues to be trapped and translocated. To determine if bears are frequently recaptured, we used genetic techniques to identify translocated bears during 2006 and 2007. Of the 520 bears identified, very few (4%) were recaptured. Of the bears that were recaptured, most (71%) tended to return to within 10 km of their original capture locations. Our inferences relative to the direct cause of low capture rates are limited, but our results show that bears translocated from corn fields are not repeatedly recaptured in Wisconsin. © International Association for Bear Research and Management.",1
8153,2011,Will an artificial scent boundary prevent coyote intrusion?,Wildlife Society Bulletin,NA,https://www.jstor.org/stable/wildsocibull2011.35.4.494,NA,NA,NA,1
8154,2014,Successful reintroduction of the brushtail possum to Wadderin Sanctuary in the eastern wheatbelt of Western Australia,Australian Mammalogy,NA,http://dx.doi.org/10.1071/AM14005,10.1071/AM14005,https://doi.org/10.1071/AM14005,"The brushtail possum (Trichosurus vulpecula) was reintroduced to the fox-free habitat of the Wadderin Sanctuary in the eastern wheatbelt of Western Australia in 2008. Subsequent monitoring through to 2013 has revealed a small but healthy extant population that occupies all suitable habitat with some animals moving beyond the predator-free sanctuary to adjoining woodland patches. Possums occurred at a low density and had large home ranges relative to other studies at more mesic sites elsewhere. This is likely linked to the low productivity of the site (annual average rainfall of 332 mm) and one-way dispersal of young across the barrier fence. Possums preferentially occupied woodlands of York gum and salmon gum, utilised rock she-oak habitat, but made little use of shrubland and mallee habitats within the sanctuary. Female possums appeared to mature at an early age and to have young for much of the year. Recruitment was biased towards males in the first four years of establishment; although many appeared to rapidly disappear from the population. The success of this reintroduction is most likely linked to the initial release of possums into vacant habitat, the absence of foxes, and the ready availability of hollows in mature eucalypts and shelter sites in rock crevices.",1
8155,2015,Successful reintroduction of red-tailed phascogale to Wadderin Sanctuary in the eastern wheatbelt of Western Australia,Australian Mammalogy,https://doi.org/10.1071/AM15002,https://doi.org/10.1071/AM15002,10.1071/AM15002,https://doi.org/10.1071/AM15002,"Red-tailed phascogales (Phascogale calura) were reintroduced to Wadderin Sanctuary in the eastern wheatbelt of Western Australia in April 2009 with individuals sourced from remnant native vegetation on farmland some 180km to the west. Their establishment was monitored initially by radio-telemetry and trapping, and subsequently by the checking of nest boxes both within and outside the sanctuary. Translocated phascogales established well and bred successfully in their first season. Phascogales remain extant at Wadderin more than five years after release and appear to be abundant and to occupy all available habitat. They have spread beyond the fenced sanctuary to adjoining woodland and to shrubland and woodland habitat in a remnant 1.4km away. Comparison with two other reintroductions of this species (one apparently successful, one not) suggests management and habitat factors that may have contributed to the outcomes.",7
8160,2017,Quantifying predation attempts on arboreal marsupials using wildlife crossing structures above a major road,Australian Mammalogy,NA,http://dx.doi.org/10.1071/AM16044,10.1071/AM16044,https://doi.org/10.1071/AM16044,"We review eight years of monitoring data to quantify the number of predation attempts on arboreal marsupials using canopy bridges and glider poles across a major road in south-east Australia. We recorded 13488 detections of arboreal marsupials on the structures, yet only a single (and unsuccessful) predation attempt was recorded.",2
8161,2017,Seasonal and regional animal use of drainage structures to cross under roadways,Human Wildlife Interactions,NA,https://digitalcommons.usu.edu/hwi/vol11/iss2/9,NA,NA,"Road drainage structures, hereafter designated culverts, are often used by wildlife and other animals to cross under roadways. However, crossings may vary by species, culvert design, diff erent environmental factors, and land-use and land-cover (LULC) at culvert sites. We monitored 265 culverts located throughout Maryland, USA, with motion-detecting game cameras to assess seasonal and regional eff ects on culvert crossing rates by wildlife and other animal species considered common to the areas. Northern raccoon (Procyon lotor) and Virginia opossum (Didelphis virginiana) exhibited lower crossing rates in culverts during winter than at other times of the year. We did not detect any diff erence in seasonal crossings for other species, but several species exhibited similar patterns of lower crossings/culvert/day during winter. We detected more crossings/culvert/day in the Piedmont ecoregion of Maryland for several species associated with farmland and suburbia (e.g., raccoon and red fox [Vulpes vulpes]). In contrast, opossum and free-ranging domestic cat (Felis catus) crossing rates were greater in the Appalachian Mountain ecoregion. The crossing rates for the only bird species we recorded on camera traps, the great blue heron (Ardea herodias), tended to increase from west to east, with its highest crossing rate on the Eastern Shore (lower coastal plain) of Maryland, where these birds are known to be abundant in tidal marshes. Besides a myriad of LULC and structural variables known to aff ect wildlife and other animal crossing rates, seasonal and regional diff erences in animal use must also be taken into consideration for culvert design and placement or retrofi tting existing culverts to enhance crossings by particular animal species.",1
8162,2017,Influence of grazing management on resource selection by a small mammal in a temperate desert of South America,Journal of Mammalogy,NA,https://doi.org/10.1093/jmammal/gyx106,10.1093/jmammal/gyx106,https://doi.org/10.1093/jmammal/gyx106,"Drylands occupy almost 50% of the Earth's surface and are increasingly affected by extensive land uses such as grazing. These practices affect multiple biotic and abiotic interactions mainly through loss of habitat and resources available for native wildlife. We examined the effects of local vegetation conditions on resource selection by a small mammal species in drylands with different resource availability. The study was conducted in a semi-arid woodland that included an area protected from livestock grazing and human settlement for more than 50 years, the Man and the Biosphere —acun·n Reserve, and an adjoining area that has experienced long-term cattle grazing. We tracked radio-collared individuals of Graomys griseoflavus, the most abundant small mammal in the —acun·n region, and calculated resource selection functions (RSFs) to evaluate habitat selection. We modeled resource selection using a suite of habitat variables measured in both areas. We hypothesized that long-term changes in vegetation associated with livestock grazing would substantially influence habitat selection. G. griseoflavus selected vegetation patches with relatively greater cover of forage species (i.e., taxa commonly consumed) and avoided open spaces; they also selected sites with greater species richness and cover of grasses and trees. Although resource selection patterns were generally similar under both management conditions (i.e., under passive restoration and grazing), the strength of selection was greater in the grazed area. The final RSF model validated well with k-fold cross-validation (R2 = 0.61). Because of the importance of rodents in ecosystem function, management to meet their resource requirements could be an important tool for habitat restoration in degraded drylands.",1
