"mykey","source","study.id","publication.year","doi_clean","journal.name","ab_clean","publication.title","flag_sample"
"CE_9999","CE",9999,2014,"10.1655/herpmonographs-d-14-00002","Herpetological Monographs","We surveyed an area of ~260 km2 in the western Mojave Desert to evaluate relationships between condition of Agassiz's Desert Tortoise populations (Gopherus agassizii) and habitat on lands that have experienced three different levels of management and protection. We established 240 1-ha plots using random sampling, with 80 plots on each of the three types of managed lands. We conducted surveys in spring 2011 and collected data on live tortoises, shell-skeletal remains, other signs of tortoises, perennial vegetation, predators, and evidence of human use. Throughout the study area and regardless of management area, tortoise abundance was positively associated with one of the more diverse associations of perennial vegetation. The management area with the longest history of protection, a fence, and legal exclusion of livestock and vehicles had significantly more live tortoises and lower death rates than the other two areas. Tortoise presence and abundance in this protected area had no significant positive or negative associations with predators or human-related impacts. In contrast, the management area with a more recent exclusion of livestock, limited vehicular traffic, and with a recent, partial fence had lower tortoise densities and high death rates. Tortoise abundance here was negatively associated with vehicle tracks and positively associated with mammalian predators and debris from firearms. The management area with the least protection-unfenced, with uncontrolled vehicle use, sheep grazing, and high trash counts-also had low tortoise densities and high death rates. Tortoise abundance was negatively associated with sheep grazing and positively associated with trash and mammalian predator scat.","Protection benefits desert tortoise (<i>Gopherus agassizii</i>) abundance: the influence of three management strategies on a threatened species",0
"CE_10000","CE",10000,2018,"10.1016/j.biocon.2017.11.023","Biological Conservation","Translocations to restore populations of endangered species are an important conservation tool, but a reliable diagnosis is needed to assess their success. We used capture-recapture modeling to analyze the adult apparent survival of released and resident tortoises in two translocation projects in Spain monitored for 14 and 29 years. We tested if long-term survival rates differ between released and resident individuals, if survival was lower during the phase of establishment (i.e. release cost), how long acclimation lasts and if increased density due to releases affects survival. We found lower survival of released tortoises during the phase of establishment (1 to 3 years) when residents were already present. After establishment, survival was very high and unaffected by density-dependence. Body condition before release was similar between recaptured and dead/missing tortoises, and did not predict establishment survival. Stochastic population viability analysis showed that success when releasing small numbers of individuals strongly depends upon adult long-term survival. Release of small second batches of tortoises was not sensitive to a growing population, regardless of its release timing. Our results highlight long-term survival as crucial in translocation projects of long-lived species, invalidating short-term (first year) survival assessment, when survival release cost does not match long-term survival. A release cost of different duration should be included in model estimation before modeling predictions. Releasing tortoises (for welfare of captive individuals or for mitigating human negative impacts) in an already established population is not recommended under most circumstances. Acclimation cost is followed by survival approaching wild counterparts. If this milestone is not achieved, the project needs to be carefully assessed to adopt other management options or should be stopped altogether.","The importance of including survival release costs when assessing viability in reptile translocations",0
"CE_10001","CE",10001,2018,"10.1016/j.biocon.2018.01.008","Biological Conservation","Both invasive mesopredators and altered fire regimes impact populations of vulnerable native species. Understanding how these forces interact is critical for designing better conservation measures for endangered species. This study draws on Indigenous ecological knowledge and practice to explore heterogeneity in faunal responses to Indigenously managed landscapes in the Western Desert of Australia. Using track plot surveys and satellite image analysis of fire histories, we find evidence that pyrodiversity increases activity measures of dingoes and monitor lizards. Dingoes were more active in recently burnt patches, while foxes were more active in slightly older burnt patches. These results add to previous work showing significant effects of pyrodiversity on kangaroo populations in the region. Together, the findings suggest that Aboriginal burning not only creates diverse niches for native animals, it helps to facilitate the ecological role of species that are themselves functionally vital. This work adds to a growing body of research suggesting that the loss of Aboriginal burning can cascade through ecosystems by transforming and simplifying ecological networks, thus contributing to the decline and extinction of vulnerable species.","Aboriginal burning promotes fine-scale pyrodiversity and native predators in Australia's Western Desert",0
"CE_10002","CE",10002,2016,"10.1080/03014223.2015.1122638","New Zealand Journal of Zoology","Natural habitat is not always available for translocations due to habitat modification or pressure from introduced predators. We followed the release of 30 captive-bred Otago skinks (Oligosoma otagense) into a 109 m2 outdoor enclosure of artificial habitat at Orokonui Ecosanctuary in southeastern New Zealand. We evaluated the short-term success of the translocation by assessing visibility and survival of the skinks over the 3 summer months following release in spring 2013, plus survival the following spring. Skinks were visible most days, especially in warm, dry conditions. Survival was high over the first summer; 80% of skinks were seen at least once during February 2014. The following spring 63% of skinks were resighted during three surveys and breeding has since been reported. Thus, it is feasible to maintain captive-bred adults of this Nationally Endangered skink in artificially constructed, outdoor habitat in a coastal location. However, to avoid predation of juveniles by adult skinks, future translocations should avoid releasing juveniles close to adults.","Short-term success of a translocation of Otago skinks (<i>Oligosoma otagense</i>) to Orokonui Ecosanctuary",0
"CE_10003","CE",10003,2016,"10.1016/j.biocon.2015.11.001","Biological Conservation","Within a mosaic of agricultural and urbanized landscapes, shrub habitats are important refuges that help maintain biodiversity. Unfortunately, these habitats have been dramatically altered over the past several decades for practical and esthetic reasons. Continued rapid growth of suburban areas has accelerated this shift in habitat quality. Management strategies that promote shrub habitat within developed areas are rarely greeted with public acceptance because bushy thickets (e.g. Rubus brambles) shelter undesired species of animals (e.g. snakes, small mammals) and are typically associated with a lack of property maintenance. We conducted an experiment in a heavily impacted suburban habitat (population density of ~2700humans/km2). Our study site, containing forest and meadow habitats, was adjacent to a large city (~320,000 inhabitants) and visited by >70,000 people annually. We manipulated the forest habitat by removing trees, and through active maintenance, thereby promoting the growth of brambles. Within six years, we observed that newly-created shrub habitat was rapidly colonized by snakes, notably Vipera aspis. The total number of detected individuals increased markedly over time. Numerous advertising and educational activities about snake ecology were conducted in parallel, especially with school children. Complaints from the public were absent which demonstrates that management strategies that favor unpopular organisms are feasible, even in densely populated areas.","Forest management bolsters native snake populations in urban parks",0
"CE_10004","CE",10004,2017,"10.1111/aec.12469","Austral Ecology","Artificial refuges are often used to supplement habitat in areas where natural shelters have been degraded or removed. Although artificial refuges are intended to support particular species, they may be equally attractive and accessible to others, including predators. We explored the influence of snake predation risk and shelter attributes on the overnight use of different artificial refuges (timber, tiles, and iron) using the predator-prey relationship between Boulenger's skink, Morethia boulengeri and the curl snake, Suta suta. We collected adult M. boulengeri from two bioregions in south-eastern Australia: the Riverina, where the two species co-occur, and the South Western Slopes, where S. suta does not occur. Two adult S. suta were collected for use as chemical donors. We conducted four experiments on overnight refuge choice to determine: (i) predator-scent avoidance, (ii) artificial refuge preferences, (iii) a trade-off between a preferred refuge and predator-avoidance, and (iv) the effect of gap height on refuge preference. We found that skinks avoided predator-scented refuges in favour of identical, but unscented refuges. Skinks preferred timber refuges, and most skinks maintained this preference when predator-scent was added. However, when gap height was manipulated, skinks shifted to the refuge with the smallest gap. Skinks displayed complex regional variation in behaviour; skinks from both bioregions avoided predator-scent, but in the trade-off experiment, skinks from the South Western Slopes were less likely to avoid predator-scented timber refuges than those from the Riverina. Our findings suggest that protective refuge attributes, such as small gap height, can offset the risk implied by predator-scent within a refuge. This study highlights the need to consider predator-prey interactions when designing and using artificial refuges for habitat restoration or biological monitoring.","Can protective attributes of artificial refuges offset predation risk in lizards?",0
"CE_10005","CE",10005,2014,"10.1016/j.biocon.2014.09.003","Biological Conservation","Responsible conservation decisions are made when managers consider the benefits provided by an action in relation to the potential negative effects incurred. Some introduced grasses can be managed using fire and grazing, but experiments, replicated in time and space, are required to determine the relative costs and benefits of this action on native biodiversity. We aimed to experimentally determine the effect on reptile and amphibian assemblages of repeated burning and grazing of the invasive weed para grass (. Urochloa mutica) over three years in a north Queensland conservation reserve in Australia. We measured the diversity and abundance of reptiles and amphibians, and quantified temperature and humidity during an experiment that repeatedly grazed, burnt, or burnt and grazed para grass in a replicated series of experimental plots. All burnt plots were drier and sites that were both burnt and grazed were hotter. The frog and reptile community was dominated by a few common species. Richness changed seasonally and was strongly related to the distance from the nearest woodland and free water, but it was unaffected by the management treatments. Abundance of the skink (. Lampropholis delicata) and frog (. Limnodynastes convexiusculus) decreased with burning and grazing, while a closely related frog (. Limnodynastes tasmaniensis) remained unaffected. There was a clear trade-off between decreasing the abundance of a few common species to increase the overall suitability of habitat for a diversity of native species. We suggest that, in this case, it is reasonable to make the value judgement that this trade-off is acceptable.","A trade-off in conservation: weed management decreases the abundance of common reptile and frog species while restoring an invaded floodplain",0
"CE_10006","CE",10006,2016,"10.1016/j.biocon.2016.05.032","Biological Conservation","Given the rapid pace of renewable energy development, there is need to assess impacts of mitigation-driven translocations on sensitive species, including federally protected Mojave desert tortoise (Gopherus agassizii) distributed widely across a global solar energy hotspot. We monitored 215 tortoises over 3 years to evaluate translocation effects on temperature, condition, growth, and mortality of tortoises adjacent to the world's largest solar thermal plant located in southern California. On the basis of generalized estimating equation mixed models, maximum daily tortoise temperature increased with environmental temperature then leveled off at highest environmental temperatures for all three groups (translocated, resident, and control) likely due to behavioral thermoregulation. This pattern was consistent among groups, but translocated tortoises had higher average maximum daily temperature and durations above 35 °C than resident and control tortoises in the first month post-translocation, with smaller effects in the second and fourth months, and no differences in subsequent years. During the first year, adult translocated males had higher temperatures than females. Average percent changes in body condition and carapace length increased post-translocation for all groups and there were no differences in mortality probability among groups or years. Based on the relatively short-term thermal effects, and lack of negative effects on condition, growth, or mortality, our study suggests relatively minimal impacts following short-distance translocation releases in spring. Our study also serves as a unique example and first step for science-based, mitigation-driven translocations implemented to evaluate and reduce effects of translocation from solar energy development on sensitive species.","Mitigation-driven translocation effects on temperature, condition, growth, and mortality of Mojave desert tortoise (<i>Gopherus agassizii</i>) in the face of solar energy development",0
"CE_10009","CE",10009,2014,"10.1655/herpetologica-d-13-00090","Herpetologica","Establishing and monitoring population trends is essential for implementing informed and timely management decisions and also for the conservation of threatened species. We examined changes in Nile Crocodile (Crocodylus niloticus) population size and changes in the size-class distribution within the population using aerial and ground survey data from 1971-2009 in the Ndumo Game Reserve (NGR), South Africa. In addition, crocodiles were caught opportunistically for aging, sexing, and tagging. Precision and accuracy of population estimates were affected by water level, season, and the use of different observers. Future surveys should occur in austral winter and at low water levels. The NGR population increased from an absolute abundance of 348 (±3.4; an estimate of precision based on 1 SE) in the early 1970s to maximum absolute abundance of 992 (±58.7) in 1994 as a result of a restocking program initiated in the late 1960s and early 1970s. The population structure is currently skewed towards subadults and adults and the current population is in decline. This is a result of low recruitment levels in NGR, which are unable to sustain the artificially high population size created by the restocking program. Also contributing to this decline is the poaching of crocodiles and destruction of suitable and historical nest sites. Sex ratios were skewed toward females in juveniles and subadults and toward males in adults, while the overall sex ratio in the population was even. The current NGR Nile Crocodile population is estimated at an absolute abundance of 846 (±263). We predict that the NGR Nile Crocodile population will continue to decline in the future as part of the natural process, but the decline will be accelerated on account of poaching, uncontrolled harvesting, and destruction of nesting habitat.","Population status of Nile crocodiles in Ndumo Game Reserve, Kwazulu-Natal, South Africa (1971â€“2012)",0
"CE_10010","CE",10010,2016,"10.1016/j.biocon.2016.05.003","Biological Conservation","Captive breeding and reintroduction programs remain a powerful but divisive tool for management of threatened species, with a proven potential to avoid extinction, but low long-term success rates and high resource requirements. Monitoring the results of reintroductions is critical to be able to assess short- and long-term success, adjusting management decisions as new information becomes available. In this study, we assessed the first 15 years of the captive breeding and restocking program for the European pond turtle Emys orbicularis in Liguria, northern Italy. We estimated survival of released turtles by modelling mark-recapture monitoring data. We then used those estimates to update our prior expectations about long-term outcomes, and to adjust management decisions about the age of individuals to release. Modelling results suggest released turtles had sufficiently high survival, matching prior expectations, such that local extinction has been averted in the short-term. Survival was similar among candidate age classes for releases, suggesting the release of younger individuals can provide positive outcomes while reducing management costs. On the other hand, survival varied among sites, indicating the need for ongoing in-situ habitat management to ensure long-term persistence. Moreover, the late onset of sexual maturity in the species means reproduction of released animals cannot yet be determined with certainty. Captive breeding and reintroduction programs normally require long-term efforts; therefore, focused monitoring that is clearly linked to decision-making is necessary to continually refine and adjust management strategies.","Challenges of monitoring reintroduction outcomes: insights from the conservation breeding program of an endangered turtle in Italy",0
"CE_10011","CE",10011,2017,"10.1016/j.fishres.2016.08.010","Fisheries Research","The diamondback terrapin (Malaclemys terrapin) is endemic to marshes, coves, and tidal creeks on the Atlantic and Gulf coasts of the United States. Currently, the terrapin is listed as a species of special concern in several states where one of the prominent threats to populations is the drowning of terrapins in commercial crab pots. Bycatch reduction devices (BRDs) that narrow the funnel opening on crab pots exclude terrapins, but BRDs face opposition from the fishing industry due to fears that they will decrease target species catch. The primary goals of this research were to examine the efficacy of two sizes of BRDs in excluding terrapins from crab pots and to assess the impact of BRDs on blue crab catch. Crab pots were deployed in paired and triplicate designs at estuarine sites along the central and southern coast of North Carolina in the summers of 2012 and 2013. A total of 4039 legal sized blue crabs and 14 terrapins were captured over the course of the study. Bycatch reduction devices did not have a statistically significant effect on catch rates or carapace width of legal-sized blue crabs. Thirteen of the 14 captured terrapins were in control pots, and one male terrapin was captured in a pot equipped with a large size BRD. An integrated approach that combines data on the spatial ecology and demography of terrapins with information on the most appropriate BRD dimensions for terrapin exclusion is most likely to succeed in addressing the issue of terrapin bycatch.","The effects of bycatch reduction devices on diamondback terrapin and blue crab catch in the North Carolina commercial crab fishery",0
"CE_10012","CE",10012,2011,"10.1071/WR11063","Wildlife Research","Context The value of animal reintroduction as a conservation tool is debated. This is largely because the limited quantity of research that has been conducted on animal reintroductions has shown varying degrees of success in establishing new populations. The reasons why some reintroductions are successful, whereas others are not, are often not clear. Aims The present research aims to determine whether reptile reintroduction into restored mine pits is a potential management technique for managing and conserving reptile populations within a mined landscape. Methods Twelve Napoleon's skinks were trapped then fitted with 0.9-g transmitters. Half were reintroduced into 5-year-old restored mine pits and the other half into unmined forest. Bodyweights, movement patterns and macro-habitat selection were recorded weekly during November and then monthly until March. Key results Skinks reintroduced into restored sites quickly moved into unmined forest. Both groups of skinks moved large distances, but those reintroduced into restored sites travelled further than did control skinks and took longer to reduce their distances travelled, showing possible stress as a result of release into unsuitable habitat. Eventually, almost all skinks found suitable habitat in unmined forest and settled into these areas while continuing to gain weight. Conclusions Reintroduction was an ineffective technique for facilitating colonisation of restored minesites by Napoleon's skink. Lack of suitable micro-habitats within restoration areas, such as ground logs and coarse, woody debris piles, is likely limiting the use of these areas by Napoleon's skinks and is likely to be the cause of their failure to remain or settle in restored sites after reintroduction. Implications Determining the habitat requirements of skinks and replicating this in restoration sites would seem the more appropriate management option than is reintroduction, and this may be the case for other reptiles and habitat specialists. © 2011 CSIRO.","Movement patterns by <i>Egernia napoleonis</i> following reintroduction into restored jarrah forest",0
"CE_10013","CE",10013,2015,"10.1016/j.fishres.2014.11.008","Fisheries Research","The interaction between tuna fisheries and sea turtles is commonly recognized as one of the major threats and causes for the decline of sea turtle populations. Within the tuna and swordfish fisheries, the incidental sea turtle bycatch is usually more frequent from longline fisheries targeting swordfish. Therefore it is important to test possible mitigation measures, particularly in areas where fishing activities and high abundance of these species overlaps, as is the case of the Tropical Northeast Atlantic Ocean. Between August 2008 and December 2011, a total of 202 experimental pelagic longline sets were carried out in that region (latitude: 11-22°N, longitude: 20-38°W). The aim was to test the effects of changing the traditional J-style hooks (10° offset) baited with squid used by the fishing industry, against two circle hooks (one non-offset and one with 10° offset) and mackerel bait. Four sea turtle species were captured, with the leatherback Dermochelys coriacea comprising most of the bycatches (BPUE, bycatch per unit of effort using the traditional configuration of 0.990 turtles/1000 hooks), followed by three hardshell species: the loggerhead Caretta caretta and the olive ridley Lepidochelys olivacea (BPUE. =. 0.165 turtles/1000 hooks), and the Kemp ridley Lepidochelys kempii (BPUE. =. 0.024 turtles/1000 hooks). In general, the sea turtle interactions in the fishery can be reduced by changing from the traditional gear to one of the experimental combinations. However, those reductions were species-specific, with the leatherback bycatches reduced only when changing from J-style to the non-offset circle hook, while for the hardshell turtles both the hook style (using a circle hook, with or without offset) and the bait (using mackerel) significantly reduced the incidental bycatches. Hooking location was also species-specific, with most hardshell specimens hooked by the mouth and esophagus, while leatherbacks were mostly hooked externally by the flippers. Most of the sea turtles were captured and released alive with the mortality rates independent of the hook style and bait type used. A reduction of 55% in leatherback incidental bycatches can be expected in this fishery by changing from J-style to circle hooks, whereas for the hardshell species a 50-59% reduction can be obtained by changing to circle hooks (respectively with and without offset), and a 55% reduction by using mackerel bait.","Effects of hook and bait in a tropical northeast Atlantic pelagic longline fishery: Part I-Incidental sea turtle bycatch",1
"CE_10015","CE",10015,2017,"10.1071/WR16130","Wildlife Research","Context Reducing road mortality is essential to reptile conservation in regions with dense road networks. The Georgian Bay, Ontario population of the eastern massasauga rattlesnake (Sistrurus catenatus) is designated as Threatened, in part because of high road mortality. In Killbear Provincial Park, four ecopassages and barrier fencing were constructed along three busy park roads to reduce road mortality of massasaugas. Aim Although mitigation of road mortality has been widely recommended and in some instances implemented for reptiles, effectiveness of mitigation efforts is often inadequately evaluated. The goals of our study were to use long-term data to quantify the effectiveness of ecopassages and barrier fencing in reducing massasauga fatalities on roads, and to evaluate the potential of these structures to serve as movement corridors for individual snakes. Methods We used five approaches to assess the overall efficacy of mitigation efforts: (1) comparison of pre- and post-mitigation road mortality; (2) camera traps in ecopassages to document massasauga and predator presence; (3) automated tag readers in ecopassage entrances to detect PIT-tagged individuals; (4) an experiment to assess massasauga willingness to enter and travel through ecopassages; and (5) measurement of temperature fluctuations in ecopassages to assess thermal suitability for massasaugas. Key results We found a significant decrease in road mortality of massasaugas on stretches of park roads associated with ecopassages and barrier fencing post construction. Automated tag readers and cameras detected the presence of massasaugas and other animals within the ecopassages, and experimental data showed that massasaugas willingly entered, and in some cases crossed through, ecopassages. Conclusion Our evaluation of mitigation structures determined that they successfully reduce road mortality and provide potential movement corridors between bisected habitats, provided that intense maintenance of the fencing is conducted yearly. We also demonstrated the need to utilise a combination of multiple post-monitoring methods to effectively evaluate mitigation structures. Implications This study provides a template for construction of similar mitigation in other key locations where reptile road mortality occurs.","Mitigation reduces road mortality of a threatened rattlesnake",0
"CE_10016","CE",10016,2011,"10.3354/esr00361","Endangered Species Research","The leatherback sea turtle Dermochelys coriacea is a Critically Endangered species that nests on oceanic beaches. Natural disturbance cycles of erosion and accretion maintain nesting habitat on these beaches by controlling dune vegetation and sand quality. The nesting beach at Sandy Point National Wildlife Refuge in St. Croix, US Virgin Islands, is designated 'critical habitat' for leatherback turtles by the US Fish and Wildlife Service. It harbors the largest nesting population (>800 females) in the USA. It is an important rookery for Atlantic leatherback recovery efforts. For the past 30 yr, the beach has been continuously monitored and managed in order to increase hatchling recruitment and conservation. Our study highlights how a multiyear change in the natural disturbance cycle has affected dune plant growth and leatherback production at this beach. Reduced summer erosion relaxed natural control of Ipomoea pes-caprae, a native dune plant, allowing its seaward spread to cover >75% of the nesting beach. This spread of vegetation led to both direct and indirect interactions between nesting leatherbacks and I. pes-caprae. Because the beach is managed in order to protect leatherback nests, a dune vegetation control plan was needed. We measured the effects of 3 vegetation management options on nest success: herbicide treatment, aboveground mechanical removal, and undisturbed vegetation. These treatments were compared to nest success at a non-vegetated control site. We found that the spread of I. pes-caprae reduced nesting habitat and nest productivity. Aboveground vegetation treatment did not control root growth into nests. We discuss possible vegetation management strategies to improve leatherback nesting habitat quality and maximize nest productivity while minimizing anthropogenic disturbance to the natural beach dynamics. © Inter-Research 2011.","Experimental study of dune vegetation impact and control on leatherback sea turtle <i>Dermochelys coriacea</i> nests",0
"CE_10017","CE",10017,2018,"10.1017/S0030605317000217","Oryx","Sustainable commercial use of native wildlife is an alternative economic means of land use by Indigenous people in remote rural areas. This situation applies within large tracts of land owned by Indigenous people across northern Australia. The commercial use of saltwater crocodiles Crocodylus porosus is a growing industry in Australia's Northern Territory. Although Indigenous people sell crocodile eggs and hatchlings, the majority of harvesting and incubation is done by non-indigenous people from less remote areas. One Indigenous community has been heavily involved in this industry and now manages its own harvest and incubation programme. We present a case study of this programme, which has transitioned from outside agencies managing the harvest, to complete local ownership and management. Egg harvests and incubation success rates declined by 40% following the switch to local management. Income increased, as did production costs; in particular, royalty payments made to Indigenous landowners. The declines reflect the community's motives for engaging in the industry, which have been socially rather than commercially driven, and damage to nesting habitat by feral animals. The increase in royalties reflects the need to compete with non-indigenous harvesters from outside the township, who are strictly commercially driven. Harvesting, incubation and trade in crocodile eggs and hatchlings can form a viable and sustainable enterprise for remote Indigenous communities. However, efficiency needs to be improved to fulfil the need for a reliable and dependable supply chain, and regulatory institutions should give Indigenous harvesters sufficient freedom to pursue innovative and viable livelihood options.","Commercial harvests of saltwater crocodile <i>Crocodylus porosus</i> eggs by Indigenous people in northern Australia: lessons for long-term viability and management",0
"CE_10018","CE",10018,2017,NA,"Estuaries and Coasts","Experiments were completed in SE Virginia during June–July 2014 and 2015 to examine the responses of blue crabs (Callinectes sapidus) and diamondback terrapins (Malaclemys terrapin) to commercial-style crab pots modified in visual and other ways that might attract and retain crabs while excluding terrapins as by-catch. In a seawater tank, far fewer crabs entered crab pots fitted with red plastic by-catch reduction devices (BRDs), relative to pots without BRDs. Crab retention times, however, were significantly longer in pots fitted with red BRDs. In a second experiment, fewer terrapins entered crab pots with funnels painted red relative to black. From a field pilot study, the legal crab catch from pots with red BRDs was similar to pots without BRDs, and terrapin by-catch was reduced. Relative to those treatments, fewer crabs and more terrapins were captured in pots with orange BRDs and blue BRDs, and in pots with a magnetic field directed into the funnel openings. Based on these results, a final field trial yielded comparable crab catch from 15 pots without BRDs and 15 pots fitted with red plastic BRDs. Of a by-catch of 68 terrapins, 58 were from pots without BRDs. The structure and color of BRDs can exclude most terrapins; because crab retention rates are high, the net effect of BRDs on crab catch is relatively minor, even though fewer crabs may enter pots fitted with BRDs.","Experiments with by-catch reduction devices to exclude diamondback terrapins and retain blue crabs",0
"CE_10019","CE",10019,2018,"10.1111/aec.12647","Austral Ecology","Understanding the factors, or filters, that preclude the recolonization of, and population persistence in, restoration areas by fauna is important for maximizing the biodiversity benefits of restoration. We investigated filters through a long-term study examining reptile and mammal recolonization of, and population persistence in, post-mining restoration in the northern jarrah forest of southwestern Australia. Neither mammal community composition, nor individual mammal species, differed between unmined forest and restoration but reptile communities did and some reptile species were significantly less abundant in restoration than in unmined forest. We concluded that there were no filters to mammal recolonization and persistence but that there were both unidirectional (decreasing gradually over time) and dynamic (fluctuating over time) filters to reptile recolonization of post-mining restoration that influenced both recolonization and population persistence of some reptile species. Low volumes of coarse woody debris appeared to be a unidirectional filter that will slow recolonization by some reptile species for decades or even centuries. Canopy cover appeared to be a dynamic filter that fluctuated over a period of >7 years and precluded population persistence of some reptile species that had already recolonized the post-mining restoration. A dearth of studies made it difficult to generalize how widespread these filters were in restoration areas but studies of thinning and burning in natural forests suggested they were likely to be widespread. Although management techniques to reduce the effect of unidirectional and dynamic filters remain poorly developed, their development and adoption will improve the ability of restoration to facilitate fauna recolonization and persistence and better contribute towards biodiversity conservation.","Temporal longevity of unidirectional and dynamic filters to faunal recolonization in post-mining forest restoration",0
"CE_10021","CE",10021,2018,"10.1016/j.biocon.2018.03.023","Biological Conservation","A challenge for making conservation decisions is predicting how wildlife populations respond to multiple, concurrent threats and potential management strategies, usually under substantial uncertainty. Integrated modeling approaches can improve estimation of demographic rates necessary for making predictions, even for rare or cryptic species with sparse data, but their use in management applications is limited. We developed integrated models for a population of diamondback terrapins (Malaclemys terrapin) impacted by road-associated threats to (i) jointly estimate demographic rates from two mark-recapture datasets, while directly estimating road mortality and the impact of management actions deployed during the study; and (ii) project the population using population viability analysis under simulated management strategies to inform decision-making. Without management, population extirpation was nearly certain due to demographic impacts of road mortality, predators, and vegetation. Installation of novel flashing signage increased survival of terrapins that crossed roads by 30%. Signage, along with small roadside barriers installed during the study, increased population persistence probability, but the population was still predicted to decline. Management strategies that included actions targeting multiple threats and demographic rates resulted in the highest persistence probability, and roadside barriers, which increased adult survival, were predicted to increase persistence more than other actions. Our results support earlier findings showing mitigation of multiple threats is likely required to increase the viability of declining populations. Our approach illustrates how integrated models may be adapted to use limited data efficiently, represent system complexity, evaluate impacts of threats and management actions, and provide decision-relevant information for conservation of at-risk populations.","Integrated analysis for population estimation, management impact evaluation, and decision-making for a declining species",0
"CE_10026","CE",10026,2018,NA,"Herpetological Conservation and Biology","Desert Tortoise (Gopherus agassizii) populations have declined, and head-starting hatchlings in captivity until they are larger and older, and presumably more likely to survive, is one strategy being evaluated for species recovery. Previous studies have reared hatchlings in outdoor, predator-proof pens for 5–9 y before release, in efforts to produce hatchlings in excess of 100–110 mm midline carapace length that are believed to be predation-resistant. We began a comparative study to evaluate indoor-rearing to shorten this rearing period by facilitating faster initial growth. We assigned 70 neonates from the 2015 hatching season to three treatment groups: (1) indoor-reared (n = 30), (2) outdoor-reared (n = 20), and (3) direct-release (n = 20). We released direct-release hatchlings shortly after hatching in September 2015 and monitored them 1–2 times per week with radio telemetry. We head-started the indoor-and outdoor-reared treatment groups for 7 mo before releasing them in April 2016. Indoor-reared tortoises were fed five times per week (September to March). Outdoor-reared tortoises had access to native forage and we gave them supplemental water and food once per week while active before winter dormancy. Indoor-reared tortoises grew > 16 times faster than direct-release tortoises and > 8 times faster than outdoor-reared tortoises; however, indoor-reared tortoises weighed less and had softer shells than comparatively sized older (3–4 y-old) tortoises raised outdoors. Increasing the duration of the indoor-rearing period or incorporating a combination of both indoor and later outdoor husbandry may increase shell hardness among head-starts, while retaining the growth-promoting effect of indoor rearing and shortening overall captivity duration.","Comparing growth and body condition of indoor-reared, outdoor-reared,and direct-released juvenile mojave desert tortoises",0
"CE_10027","CE",10027,2015,"10.2994/sajh-d-15-00011.1","South American Journal of Herpetology","Disturbance caused by anthropogenic fires are increasingly affecting the biodiversity of fire-prone ecosystems worldwide. The Cerrado biodiversity hotspot suffers higher deforestation rates than Amazonia and concentrates most of the burned areas in South America. To support adequate fire-management decisions in Cerrado, knowledge on the effects of altered fire regimes upon its animal populations is necessary. Based on a long-term, large-scale fire experiment, we investigated the effects of different fire regimes on the demography of the gymnophthalmid Micrablepharus atticolus, an endemic lizard of the Cerrado. Because M. atticolus is more abundant in open habitats, we predicted that frequent burns should favor its populations. Over eight years, we conducted a mark-recapture study using pitfall trap arrays in five 10 ha plots of cerrado sensu stricto, subjected to prescribed burns. Using generalized linear mixed-models of time series data and an information theoretic approach to select demographic models, we describe the life history of M. atticolus and assess the response of apparent survival, detectability, and recruitment to burn regimes and climate variation. Micrablepharus atticolus has an annual life cycle, with complete annual population turnover; breeding takes place during the dry season, when activity is higher, and hatchlings appear in the wet season. Apparent survival, detectability, and recruitment increased in the short-run after the passage of fire in all experimental plots. In the long run, however, both fire-suppression and more severe fire regimes were seemingly detrimental, presumably by affecting microclimatic conditions and food availability. Short-term studies may not adequately describe the effects of fire on the demography of lizard populations. Adequate fire management is warranted for biodiversity conservation in Cerrado, both inside and outside protected areas, including a reduction in the frequency and severity of burns in open physiognomies and controlled, patch mosaic fires to prevent excessive fuel accumulation in denser physiognomies.","Fire regimes and the demography of the lizard <i>Micrablepharus atticolus</i> (Squamata, Gymnophthalmidae) in a biodiversity hotspot",0
